id,timestamp,circles
0,1398854618.4548473,[{'idp': 1, 'x': 7.291666666666668, 'y': 2.2916666666666674, 'r': 0.3999999999999999, 'type': 1}]
9910,1398854866.753735,[{'idp': 152, 'x': 5.307243758059908, 'y': 1.533488389435702, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.2058221860854905, 'y': -0.6390994099027891, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.409865139753446, 'y': -0.0283344773280525, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.189864971993112, 'y': 0.6468675274182467, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.5931324459549736, 'y': 0.9173931507225586, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.5677472523514737, 'y': -0.7715353258934365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 7.0, 'y': -0.5000000000000004, 'r': 0.3999999999999999, 'type': 1}]
9911,1398854866.7937489,[{'idp': 152, 'x': 5.301637481165164, 'y': 1.5317253521611596, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.200840352295955, 'y': -0.6479264835466747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.410846540838544, 'y': -0.014422041444583922, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.175475509954461, 'y': 0.6296473938190927, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.612721439537125, 'y': 0.9005711917330617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.6176326941282761, 'y': -0.7633241124479051, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.869703508048328, 'y': -0.5257654773889531, 'r': 0.3999999999999999, 'type': 1}]
9912,1398854866.7937794,[{'idp': 152, 'x': 5.250842402014582, 'y': 1.5300398133918658, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.194134941441092, 'y': -0.6652101884975248, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.390280674462431, 'y': -0.014317957451455143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.183574606414346, 'y': 0.6303565584610515, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.6371336441372311, 'y': 0.8761613405066426, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.6621178327220512, 'y': -0.7435810879840377, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.869739610577716, 'y': -0.5409636037718313, 'r': 0.3999999999999999, 'type': 1}]
9913,1398854866.8337185,[{'idp': 152, 'x': 5.245446630016519, 'y': 1.5281314254336142, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.171302729074153, 'y': -0.6340410252672513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.387495169051776, 'y': -0.013966122081682242, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.192883013823639, 'y': 0.6630485561033805, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.6522465120497611, 'y': 0.8527060244915674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.7198316977719732, 'y': -0.7347408252171983, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8572958089726255, 'y': -0.5250299847150475, 'r': 0.3999999999999999, 'type': 1}]
9914,1398854866.8399289,[{'idp': 152, 'x': 5.241840681677168, 'y': 1.5394605344643475, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.167320805583074, 'y': -0.6521023428449879, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.382396892828184, 'y': 0.00022855150659362167, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.18480139046473, 'y': 0.6621155382453181, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.6600052155806613, 'y': 0.8272532377177177, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.7865051351096519, 'y': -0.7660085479229162, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.852635993205054, 'y': -0.5094697313976182, 'r': 0.3999999999999999, 'type': 1}]
9915,1398854866.877784,[{'idp': 152, 'x': 5.201326719175379, 'y': 1.5521404779487291, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.151177439267739, 'y': -0.6492784862637935, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.401463891280197, 'y': 0.02840937093822493, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.184734841376983, 'y': 0.6781038943434425, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.6505675078729012, 'y': 0.8134680553523865, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.8352671050079974, 'y': -0.7862191414378961, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8588627622090055, 'y': -0.47980013114632514, 'r': 0.3999999999999999, 'type': 1}]
9916,1398854866.917722,[{'idp': 152, 'x': 5.191077104251319, 'y': 1.5493336408426472, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.144404677823655, 'y': -0.6480146223630512, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.37707179208398, 'y': 0.027980372099944972, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.200416307085213, 'y': 0.6953846862342794, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.6810177055338573, 'y': 0.830992106843047, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.8654241034515753, 'y': -0.7870923914698791, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.862225361870671, 'y': -0.4802270297258182, 'r': 0.3999999999999999, 'type': 1}]
9917,1398854866.9177527,[{'idp': 152, 'x': 5.2024875702887385, 'y': 1.5526236995829557, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.133020356153125, 'y': -0.646396775043474, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.400501855174722, 'y': 0.04224606124274333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.168475649451905, 'y': 0.6925157297917806, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7105239092175553, 'y': 0.8445495176395323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.8878857195097778, 'y': -0.7870599519638954, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.836015294531066, 'y': -0.4636845434137682, 'r': 0.3999999999999999, 'type': 1}]
9918,1398854866.9577215,[{'idp': 152, 'x': 5.196401261436703, 'y': 1.5507235841547895, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.127878682947788, 'y': -0.6551352165097524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.384186836839847, 'y': 0.00035612518254790615, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.19304417046123, 'y': 0.7110053098585345, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7456967003768145, 'y': 0.8557259123723959, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9119185168484822, 'y': -0.7818110292391645, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.83215708670645, 'y': -0.4484376077973329, 'r': 0.3999999999999999, 'type': 1}]
9919,1398854866.9652536,[{'idp': 152, 'x': 5.166432240607122, 'y': 1.541873093760695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.106536514860466, 'y': -0.642116030531863, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.385002105929134, 'y': 0.02838931181335047, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.202358432335581, 'y': 0.711416741771409, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7674125406524657, 'y': 0.8551164246936205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9319150335154469, 'y': -0.7721467461930454, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.830873862363147, 'y': -0.46315553564281964, 'r': 0.3999999999999999, 'type': 1}]
9920,1398854867.0017216,[{'idp': 152, 'x': 5.154027587835113, 'y': 1.5384159563186506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.089728463148646, 'y': -0.6488008357042196, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.389503909320404, 'y': 0.04228723374866794, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.215626559284784, 'y': 0.7125022965221195, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7758581366022432, 'y': 0.8430357644101827, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9456195489687946, 'y': -0.7628060222179023, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8400852534679775, 'y': -0.4489501077460045, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.875, 'y': 1.416666666666666, 'r': 0.3999999999999999, 'type': 1}]
9921,1398854867.0417173,[{'idp': 152, 'x': 5.100514880324605, 'y': 1.5466520126541017, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.073437083996783, 'y': -0.6373709757317136, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.365323187480039, 'y': 0.0701438363850393, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.227355112018278, 'y': 0.7450271756069715, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7868522460602501, 'y': 0.8483412055775563, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9629254355696482, 'y': -0.752973175596392, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.84405991245592, 'y': -0.4193469135579697, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.926002311451633, 'y': 1.4348406980394701, 'r': 0.3999999999999999, 'type': 1}]
9922,1398854867.0417464,[{'idp': 152, 'x': 5.114841982074547, 'y': 1.5506604006018554, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.072097890500319, 'y': -0.6276880982093835, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.3652246865342725, 'y': 0.042027741302317345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.254664411842324, 'y': 0.7630756324838228, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.7990269721765375, 'y': 0.8470103280978702, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9846018850135541, 'y': -0.7412923968498131, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.834642865550251, 'y': -0.37388917255603005, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.932540802469482, 'y': 1.4755318633513892, 'r': 0.3999999999999999, 'type': 1}]
9923,1398854867.0817466,[{'idp': 152, 'x': 5.10445642494473, 'y': 1.5474356012481238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.05553782118899, 'y': -0.6342695167594592, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.361508337563679, 'y': 0.04180578558760084, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.266855299220147, 'y': 0.7477773877126093, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.8108376706067855, 'y': 0.841551292655045, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 0.9983971275631243, 'y': -0.7377202686312367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8285386172491025, 'y': -0.373798200326968, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.935510705755725, 'y': 1.4959586583294437, 'r': 0.3999999999999999, 'type': 1}]
9924,1398854867.090246,[{'idp': 152, 'x': 5.080454850672799, 'y': 1.5404420566948795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.030750440698078, 'y': -0.630289591608586, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.340786418638453, 'y': 0.042154270884535716, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.273435643072799, 'y': 0.7479967970062673, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.8312500109836329, 'y': 0.8352031267836169, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.0108939068794243, 'y': -0.7395163408010896, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8253645327064305, 'y': -0.3732316423949089, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.957461603947843, 'y': 1.4994137330006918, 'r': 0.3999999999999999, 'type': 1}]
9925,1398854867.1298816,[{'idp': 152, 'x': 5.1058479757555775, 'y': 1.5356116857028823, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.022110283821108, 'y': -0.6471876273184085, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.342067560430689, 'y': 0.04190054236696161, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.289602010857365, 'y': 0.7499795314587665, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.8507076920766932, 'y': 0.8222600379655187, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.0306165624607044, 'y': -0.7340208593115205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.795191139834036, 'y': -0.3719644589926996, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.9595705678535, 'y': 1.4996044422250532, 'r': 0.3999999999999999, 'type': 1}]
9926,1398854867.169809,[{'idp': 152, 'x': 5.103662623270537, 'y': 1.5347732256892654, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.014221917232752, 'y': -0.6455279469801034, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.345512848158721, 'y': 0.04197568359280979, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.30814119021062, 'y': 0.7512402598920631, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.850608698680404, 'y': 0.8029386420518603, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.049111518105179, 'y': -0.7351515936262543, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.818857371536879, 'y': -0.37318771302791154, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.992167717001113, 'y': 1.5047383629215583, 'r': 0.3999999999999999, 'type': 1}]
9927,1398854867.169837,[{'idp': 152, 'x': 5.0896199032610046, 'y': 1.542953230245201, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.992307070358394, 'y': -0.6522928216480017, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.345655710621239, 'y': 0.0973562397742267, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.299650294723787, 'y': 0.8145116660432405, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.847457261771416, 'y': 0.7832489412186439, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.0695675803690308, 'y': -0.7368871342854322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.8130562694267915, 'y': -0.37307855868287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.003338859121357, 'y': 1.5268170427646988, 'r': 0.3999999999999999, 'type': 1}]
9928,1398854867.2097642,[{'idp': 152, 'x': 5.081459465752268, 'y': 1.5524850391763545, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 4.00523575832956, 'y': -0.6259336239445212, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.340984977151032, 'y': 0.1250745133177622, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.326145755114308, 'y': 0.7849535286640319, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.8516874977482969, 'y': 0.7666979918674555, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.1045700347240084, 'y': -0.7291825015038322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.807045596647177, 'y': -0.3577517828812804, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.00723919260682, 'y': 1.547441913062162, 'r': 0.3999999999999999, 'type': 1}]
9929,1398854867.2152634,[{'idp': 152, 'x': 5.047273989750572, 'y': 1.5661066793026879, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9805940541241847, 'y': -0.6137999165268748, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.350043339421225, 'y': 0.1251597872471999, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.331751731152838, 'y': 0.8177638321502689, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.8695142298596159, 'y': 0.752822417586887, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.1387284967130462, 'y': -0.7204143446616218, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.802229461193372, 'y': -0.35760661939587823, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.998233689221983, 'y': 1.6066485402705633, 'r': 0.3999999999999999, 'type': 1}]
9930,1398854867.2537587,[{'idp': 152, 'x': 5.049582976159723, 'y': 1.5669119662041764, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9657960551993576, 'y': -0.6290832995719153, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.343487490674608, 'y': 0.12484683006202868, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.342647828709947, 'y': 0.8186386340499463, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.9185722562513687, 'y': 0.7541944647116683, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.1630825826637525, 'y': -0.7044503581786632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.782895233610205, 'y': -0.35659414617205676, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.000589443393906, 'y': 1.606970886207164, 'r': 0.3999999999999999, 'type': 1}]
9931,1398854867.293728,[{'idp': 152, 'x': 5.010519446617556, 'y': 1.5670791769238934, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.951656140586768, 'y': -0.6268609629306243, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.347922996998343, 'y': 0.12499024709686779, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.335518646883692, 'y': 0.8340816747572255, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 0.9714997510834, 'y': 0.7559580227694451, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.1884173893330874, 'y': -0.6858550332654156, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.76693354915259, 'y': -0.35545894663664757, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.007407731253494, 'y': 1.6078912389154931, 'r': 0.3999999999999999, 'type': 1}]
9932,1398854867.2937763,[{'idp': 152, 'x': 5.000128403334514, 'y': 1.5638726615496479, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9494326015038017, 'y': -0.6264371917259726, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.357314176798288, 'y': 0.15273712158267339, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.343078180054667, 'y': 0.8350017455545911, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.0224581388638199, 'y': 0.7543668577398899, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2177335750463847, 'y': -0.6697537570184675, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.761200642086578, 'y': -0.3554202452005062, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.007656853334595, 'y': 1.6283272246948122, 'r': 0.3999999999999999, 'type': 1}]
9933,1398854867.3337657,[{'idp': 152, 'x': 5.004185472507934, 'y': 1.5527603382734245, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9367144682853517, 'y': -0.6243263576147784, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.362490558375875, 'y': 0.12472854265501043, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.328411182685217, 'y': 0.8496110060257722, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.078614132267015, 'y': 0.7772806201648397, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.244472784151338, 'y': -0.6594657378379032, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.7573845776846175, 'y': -0.3552857875131954, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.013738222763163, 'y': 1.6292172502701874, 'r': 0.3999999999999999, 'type': 1}]
9934,1398854867.3411195,[{'idp': 152, 'x': 4.9837940218534875, 'y': 1.54649309321089, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9402023071965253, 'y': -0.6427388579076332, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.354614519433197, 'y': 0.12470095899238087, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.359656840320383, 'y': 0.8204137335644202, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.1213302675824388, 'y': 0.786210580985629, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2599577202955992, 'y': -0.6546476102776666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.7746469760710415, 'y': -0.3858376849543965, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.02477983623932, 'y': 1.5909394790361397, 'r': 0.3999999999999999, 'type': 1}]
9935,1398854867.3777316,[{'idp': 152, 'x': 4.985546975671378, 'y': 1.5234369279416882, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9326918862969795, 'y': -0.6594606570034167, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.3465363693005505, 'y': 0.09691482290452802, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.3579051344782105, 'y': 0.8203093028217556, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.1548585487777308, 'y': 0.7849753269820181, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2627611070606992, 'y': -0.6433154743005953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.7584653175202725, 'y': -0.42902018341977155, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.04928333465007, 'y': 1.5542797014546705, 'r': 0.3999999999999999, 'type': 1}]
9936,1398854867.4177213,[{'idp': 152, 'x': 4.975598386451761, 'y': 1.5202564357329074, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9170287980117813, 'y': -0.6567799647973138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.325419952659306, 'y': 0.09652931914202023, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.3673921572922385, 'y': 0.8209587711695199, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.1781751820814534, 'y': 0.7810340470603716, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2656854357514535, 'y': -0.6242839979979531, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.758248743192294, 'y': -0.4292648393873044, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 9.006877088735983, 'y': 1.5674260383020333, 'r': 0.3999999999999999, 'type': 1}]
9937,1398854867.4177701,[{'idp': 152, 'x': 4.954291682308217, 'y': 1.5373501428897018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.9077972113962867, 'y': -0.6463858237791342, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.343625079328447, 'y': 0.1242661623097896, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.360830487934386, 'y': 0.8528516624227556, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.1946639498182088, 'y': 0.7808726626432505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2578117092379948, 'y': -0.5882917995368897, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.759018260039539, 'y': -0.4145369682341349, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.971217253690604, 'y': 1.6017165320194726, 'r': 0.3999999999999999, 'type': 1}]
9938,1398854867.4577682,[{'idp': 152, 'x': 4.923119830439015, 'y': 1.5514146747945956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.902103360707847, 'y': -0.6367406462141778, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.3450426743907995, 'y': 0.13781503101341075, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.349887613706995, 'y': 0.8843940344688672, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.212126071132349, 'y': 0.7863793844994338, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.227474756037692, 'y': -0.5555786878978453, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.759768112956593, 'y': -0.39960698005271356, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.964965491685692, 'y': 1.6409779385155887, 'r': 0.3999999999999999, 'type': 1}]
9939,1398854867.466178,[{'idp': 152, 'x': 4.944517684571716, 'y': 1.557812168537429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.8736818838754816, 'y': -0.6232995369157435, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.351313076092737, 'y': 0.16554444982518346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.378227132515152, 'y': 0.9038399171628697, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.2256883923288076, 'y': 0.7829594139276841, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2313464462180446, 'y': -0.5531930729802503, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.770727882651735, 'y': -0.3560101074160227, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.958526660919313, 'y': 1.6802982527448829, 'r': 0.3999999999999999, 'type': 1}]
9940,1398854867.5057175,[{'idp': 152, 'x': 4.886504903721085, 'y': 1.5631998115475665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 160, 'x': 3.8663285726684604, 'y': -0.6224272728473912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 6.343810381183057, 'y': 0.1791921507847194, 'r': 0.3999999999999999, 'type': 1}, {'idp': 162, 'x': 7.388146094954486, 'y': 0.9215951024705693, 'r': 0.4, 'type': 1}, {'idp': 163, 'x': 1.2444479759977622, 'y': 0.7752240175242542, 'r': 0.3999999999999999, 'type': 1}, {'idp': 164, 'x': 1.2254462595392446, 'y': -0.5537394243923777, 'r': 0.3999999999999999, 'type': 1}, {'idp': 165, 'x': 6.748762435727209, 'y': -0.35481405834735025, 'r': 0.3999999999999999, 'type': 1}, {'idp': 166, 'x': 8.9249517600817, 'y': 1.6739741912834827, 'r': 0.3999999999999999, 'type': 1}]
