id,timestamp,circles
60000,1398777768.5636444,[{'idp':  58 ,  'x':  4.79 ,  'y':  -3.11 ,  'r':  0.4 ,  'type':  1}]
62927,1398777841.98765,[{'idp':  87 ,  'x':  1.17 ,  'y':  -0.44 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.99 ,  'y':  -1.04 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.58 ,  'y':  -4.82 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.22 ,  'y':  -4.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.95 ,  'y':  -6.95 ,  'r':  0.2 ,  'type':  1}]
62928,1398777841.9938679,[{'idp':  87 ,  'x':  1.15 ,  'y':  -0.45 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.94 ,  'y':  -1.04 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.53 ,  'y':  -4.81 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.19 ,  'y':  -4.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.92 ,  'y':  -6.97 ,  'r':  0.2 ,  'type':  1}]
62929,1398777842.0315783,[{'idp':  87 ,  'x':  1.14 ,  'y':  -0.46 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.9 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.51 ,  'y':  -4.82 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.15 ,  'y':  -4.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.89 ,  'y':  -6.98 ,  'r':  0.2 ,  'type':  1}]
62930,1398777842.0716562,[{'idp':  87 ,  'x':  1.12 ,  'y':  -0.47 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.85 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.47 ,  'y':  -4.82 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.84 ,  'y':  -6.99 ,  'r':  0.2 ,  'type':  1}]
62931,1398777842.071691,[{'idp':  87 ,  'x':  1.11 ,  'y':  -0.47 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.81 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.43 ,  'y':  -4.8 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.79 ,  'y':  -7.0 ,  'r':  0.2 ,  'type':  1}]
62932,1398777842.1116064,[{'idp':  87 ,  'x':  1.09 ,  'y':  -0.48 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.78 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.4 ,  'y':  -4.79 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.76 ,  'y':  -7.01 ,  'r':  0.2 ,  'type':  1}]
62933,1398777842.1204305,[{'idp':  87 ,  'x':  1.07 ,  'y':  -0.49 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.75 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.35 ,  'y':  -4.78 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.73 ,  'y':  -7.03 ,  'r':  0.2 ,  'type':  1}]
62934,1398777842.159575,[{'idp':  87 ,  'x':  1.05 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.73 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.31 ,  'y':  -4.79 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.69 ,  'y':  -7.04 ,  'r':  0.2 ,  'type':  1}]
62935,1398777842.1995778,[{'idp':  87 ,  'x':  1.03 ,  'y':  -0.51 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.7 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.26 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.64 ,  'y':  -7.06 ,  'r':  0.2 ,  'type':  1}]
62936,1398777842.1996126,[{'idp':  87 ,  'x':  1.01 ,  'y':  -0.51 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.67 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.23 ,  'y':  -4.76 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.61 ,  'y':  -7.08 ,  'r':  0.2 ,  'type':  1}]
62937,1398777842.2396107,[{'idp':  87 ,  'x':  0.99 ,  'y':  -0.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.64 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.18 ,  'y':  -4.75 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.58 ,  'y':  -7.08 ,  'r':  0.2 ,  'type':  1}]
62938,1398777842.2466536,[{'idp':  87 ,  'x':  0.97 ,  'y':  -0.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.62 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.16 ,  'y':  -4.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.55 ,  'y':  -7.09 ,  'r':  0.2 ,  'type':  1}]
62939,1398777842.2836924,[{'idp':  87 ,  'x':  0.94 ,  'y':  -0.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.59 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.11 ,  'y':  -4.71 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.53 ,  'y':  -7.09 ,  'r':  0.2 ,  'type':  1}]
62940,1398777842.3235943,[{'idp':  87 ,  'x':  0.91 ,  'y':  -0.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.57 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  2.05 ,  'y':  -4.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.5 ,  'y':  -7.1 ,  'r':  0.2 ,  'type':  1}]
62941,1398777842.3236253,[{'idp':  87 ,  'x':  0.87 ,  'y':  -0.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.55 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.99 ,  'y':  -4.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.47 ,  'y':  -7.12 ,  'r':  0.2 ,  'type':  1}]
62942,1398777842.3636715,[{'idp':  87 ,  'x':  0.81 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.52 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.92 ,  'y':  -4.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.44 ,  'y':  -7.12 ,  'r':  0.2 ,  'type':  1}]
62943,1398777842.3725362,[{'idp':  87 ,  'x':  0.77 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.49 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.89 ,  'y':  -4.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.86 ,  'y':  -4.34 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.41 ,  'y':  -7.13 ,  'r':  0.2 ,  'type':  1}]
62944,1398777842.4115841,[{'idp':  87 ,  'x':  0.7 ,  'y':  -0.48 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.47 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.84 ,  'y':  -4.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.61 ,  'y':  -4.11 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.37 ,  'y':  -7.14 ,  'r':  0.2 ,  'type':  1}]
62945,1398777842.4515798,[{'idp':  87 ,  'x':  0.65 ,  'y':  -0.49 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.46 ,  'y':  -1.07 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.79 ,  'y':  -4.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.58 ,  'y':  -4.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.34 ,  'y':  -7.15 ,  'r':  0.2 ,  'type':  1}]
62946,1398777842.4516096,[{'idp':  87 ,  'x':  0.6 ,  'y':  -0.49 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.44 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.76 ,  'y':  -4.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.54 ,  'y':  -4.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.31 ,  'y':  -7.16 ,  'r':  0.2 ,  'type':  1}]
62947,1398777842.4915698,[{'idp':  87 ,  'x':  0.55 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.43 ,  'y':  -1.05 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.73 ,  'y':  -4.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.5 ,  'y':  -4.2 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.28 ,  'y':  -7.17 ,  'r':  0.2 ,  'type':  1}]
62948,1398777842.497674,[{'idp':  87 ,  'x':  0.5 ,  'y':  -0.53 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.42 ,  'y':  -1.08 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.34 ,  'y':  -4.32 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.25 ,  'y':  -7.19 ,  'r':  0.2 ,  'type':  1}]
62949,1398777842.535592,[{'idp':  87 ,  'x':  0.44 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.4 ,  'y':  -1.11 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.34 ,  'y':  -4.32 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  2.14 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62950,1398777842.575601,[{'idp':  87 ,  'x':  0.39 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.38 ,  'y':  -1.12 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.34 ,  'y':  -4.32 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62951,1398777842.5756297,[{'idp':  87 ,  'x':  0.33 ,  'y':  -0.51 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.35 ,  'y':  -1.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.34 ,  'y':  -4.32 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62952,1398777842.6155822,[{'idp':  87 ,  'x':  0.28 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.32 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.35 ,  'y':  -4.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62953,1398777842.6213784,[{'idp':  87 ,  'x':  0.22 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.26 ,  'y':  -1.18 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.33 ,  'y':  -4.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62954,1398777842.6596286,[{'idp':  87 ,  'x':  0.17 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.18 ,  'y':  -1.18 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.31 ,  'y':  -4.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62955,1398777842.6995761,[{'idp':  87 ,  'x':  0.13 ,  'y':  -0.5 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.1 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.28 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62956,1398777842.6996074,[{'idp':  87 ,  'x':  0.08 ,  'y':  -0.49 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  88 ,  'x':  0.1 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  89 ,  'x':  1.67 ,  'y':  -4.77 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  90 ,  'x':  3.11 ,  'y':  -4.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  91 ,  'x':  3.23 ,  'y':  -4.11 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  92 ,  'x':  1.97 ,  'y':  -7.18 ,  'r':  0.2 ,  'type':  1}]
62957,1398777842.739619,[{'idp':  91 ,  'x':  3.19 ,  'y':  -4.08 ,  'r':  0.2 ,  'type':  1}]
62958,1398777842.7451994,[{'idp':  91 ,  'x':  3.15 ,  'y':  -4.05 ,  'r':  0.2 ,  'type':  1}]
62959,1398777842.7836003,[{'idp':  91 ,  'x':  3.12 ,  'y':  -4.03 ,  'r':  0.2 ,  'type':  1}]
62960,1398777842.8235624,[{'idp':  91 ,  'x':  3.11 ,  'y':  -4.02 ,  'r':  0.2 ,  'type':  1}]
62961,1398777842.8235862,[{'idp':  91 ,  'x':  3.08 ,  'y':  -4.02 ,  'r':  0.2 ,  'type':  1}]
62962,1398777842.8636842,[{'idp':  91 ,  'x':  3.06 ,  'y':  -4.03 ,  'r':  0.2 ,  'type':  1}]
62963,1398777842.8709495,[{'idp':  91 ,  'x':  3.04 ,  'y':  -4.04 ,  'r':  0.2 ,  'type':  1}]
62964,1398777842.9076688,[{'idp':  91 ,  'x':  3.03 ,  'y':  -4.05 ,  'r':  0.2 ,  'type':  1}]
62965,1398777842.9476202,[{'idp':  91 ,  'x':  3.01 ,  'y':  -4.06 ,  'r':  0.2 ,  'type':  1}]
62966,1398777842.9476504,[{'idp':  91 ,  'x':  2.98 ,  'y':  -4.06 ,  'r':  0.2 ,  'type':  1}]
62967,1398777842.9875872,[{'idp':  91 ,  'x':  2.95 ,  'y':  -4.05 ,  'r':  0.2 ,  'type':  1}]
62968,1398777842.9960496,[{'idp':  91 ,  'x':  2.92 ,  'y':  -4.06 ,  'r':  0.2 ,  'type':  1}]
62969,1398777843.0356054,[{'idp':  91 ,  'x':  2.91 ,  'y':  -4.08 ,  'r':  0.2 ,  'type':  1}]
62970,1398777843.0755994,[{'idp':  91 ,  'x':  2.9 ,  'y':  -4.1 ,  'r':  0.2 ,  'type':  1}]
62971,1398777843.07562,[{'idp':  91 ,  'x':  2.92 ,  'y':  -4.13 ,  'r':  0.2 ,  'type':  1}]
62972,1398777843.1156638,[{'idp':  91 ,  'x':  2.91 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1}]
62973,1398777843.1216044,[{'idp':  91 ,  'x':  2.87 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1}]
62974,1398777843.159655,[{'idp':  91 ,  'x':  2.85 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1}]
62975,1398777843.1996462,[{'idp':  91 ,  'x':  2.83 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1}]
62976,1398777843.199679,[{'idp':  91 ,  'x':  2.81 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1}]
62977,1398777843.2395792,[{'idp':  91 ,  'x':  2.79 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  1.06 ,  'y':  -4.7 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.65 ,  'y':  -4.2 ,  'r':  0.2 ,  'type':  1}]
62978,1398777843.2469418,[{'idp':  91 ,  'x':  2.76 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  1.02 ,  'y':  -4.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.68 ,  'y':  -4.17 ,  'r':  0.2 ,  'type':  1}]
62979,1398777843.2839189,[{'idp':  91 ,  'x':  2.73 ,  'y':  -4.13 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  1.0 ,  'y':  -4.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.66 ,  'y':  -4.16 ,  'r':  0.2 ,  'type':  1}]
62980,1398777843.3235543,[{'idp':  91 ,  'x':  2.7 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.96 ,  'y':  -4.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.67 ,  'y':  -4.16 ,  'r':  0.2 ,  'type':  1}]
62981,1398777843.3235872,[{'idp':  91 ,  'x':  2.66 ,  'y':  -4.14 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.93 ,  'y':  -4.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.69 ,  'y':  -4.22 ,  'r':  0.2 ,  'type':  1}]
62982,1398777843.3636875,[{'idp':  91 ,  'x':  2.64 ,  'y':  -4.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.89 ,  'y':  -4.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.69 ,  'y':  -4.23 ,  'r':  0.2 ,  'type':  1}]
62983,1398777843.3720386,[{'idp':  91 ,  'x':  2.62 ,  'y':  -4.13 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.86 ,  'y':  -4.53 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.64 ,  'y':  -4.25 ,  'r':  0.2 ,  'type':  1}]
62984,1398777843.4115713,[{'idp':  91 ,  'x':  2.6 ,  'y':  -4.12 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.85 ,  'y':  -4.52 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.62 ,  'y':  -4.25 ,  'r':  0.2 ,  'type':  1}]
62985,1398777843.451598,[{'idp':  91 ,  'x':  2.58 ,  'y':  -4.11 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.81 ,  'y':  -4.53 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.6 ,  'y':  -4.25 ,  'r':  0.2 ,  'type':  1}]
62986,1398777843.4516244,[{'idp':  91 ,  'x':  2.56 ,  'y':  -4.09 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.8 ,  'y':  -4.53 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.57 ,  'y':  -4.24 ,  'r':  0.2 ,  'type':  1}]
62987,1398777843.491631,[{'idp':  91 ,  'x':  2.55 ,  'y':  -4.07 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.77 ,  'y':  -4.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.52 ,  'y':  -4.25 ,  'r':  0.2 ,  'type':  1}]
62988,1398777843.4997315,[{'idp':  91 ,  'x':  2.54 ,  'y':  -4.03 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.74 ,  'y':  -4.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.5 ,  'y':  -4.23 ,  'r':  0.2 ,  'type':  1}]
62989,1398777843.5396233,[{'idp':  91 ,  'x':  2.53 ,  'y':  -3.96 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  93 ,  'x':  0.7 ,  'y':  -4.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  94 ,  'x':  1.45 ,  'y':  -4.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  95 ,  'x':  1.69 ,  'y':  -5.78 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  96 ,  'x':  2.44 ,  'y':  -6.2 ,  'r':  0.2 ,  'type':  1}]
