id,timestamp,circles
62302,1398783141.6722834,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.72 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62303,1398783141.6723166,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.73 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62304,1398783141.7123084,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.76 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62305,1398783141.7183402,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.77 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62306,1398783141.7563238,[{'idp':  266 ,  'x':  7.86 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.78 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62307,1398783141.7962542,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.82 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62308,1398783141.7962847,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.84 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62309,1398783141.8363516,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.86 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62310,1398783141.8432457,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62311,1398783141.8802488,[{'idp':  266 ,  'x':  7.92 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62312,1398783141.9202993,[{'idp':  266 ,  'x':  7.91 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.92 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62313,1398783141.9203267,[{'idp':  266 ,  'x':  7.94 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.94 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1}]
62314,1398783141.9602294,[{'idp':  266 ,  'x':  7.95 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.95 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1}]
62315,1398783141.9682248,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.96 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1}]
62316,1398783142.0082948,[{'idp':  266 ,  'x':  7.97 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1}]
62317,1398783142.0482934,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62318,1398783142.0483294,[{'idp':  266 ,  'x':  8.03 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62319,1398783142.0883055,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62320,1398783142.093396,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1}]
62321,1398783142.132189,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
62322,1398783142.172242,[{'idp':  266 ,  'x':  8.05 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.99 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  279 ,  'x':  7.69 ,  'y':  2.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  280 ,  'x':  6.98 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1}]
69128,1398783312.3641787,[]
69129,1398783312.3642116,[]
69130,1398783312.404312,[]
69131,1398783312.4088552,[]
69132,1398783312.4482377,[]
69133,1398783312.488211,[]
69134,1398783312.4882464,[]
69135,1398783312.5283458,[]
69136,1398783312.534213,[]
69137,1398783312.572325,[]
69138,1398783312.6121852,[]
69139,1398783312.612217,[]
69140,1398783312.6522877,[]
69141,1398783312.6591024,[]
69142,1398783312.6962473,[]
69143,1398783312.7362719,[]
69144,1398783312.7363026,[]
69145,1398783312.7763047,[]
69146,1398783312.7847111,[]
69147,1398783312.824266,[]
69148,1398783312.8642826,[]
69149,1398783312.864319,[]
69150,1398783312.90437,[]
69151,1398783312.9094427,[]
69152,1398783312.9482787,[]
69153,1398783312.9882364,[]
69154,1398783312.9882665,[]
69155,1398783313.0283017,[]
69156,1398783313.0341997,[]
69157,1398783313.072201,[]
69158,1398783313.1122677,[]
69159,1398783313.1123006,[]
69160,1398783313.1522963,[]
69161,1398783313.1599474,[]
69162,1398783313.1962967,[]
69163,1398783313.2361686,[]
69164,1398783313.2361977,[]
69165,1398783313.2763684,[]
69166,1398783313.2844522,[]
69167,1398783313.3242931,[]
69168,1398783313.3642414,[]
69169,1398783313.36427,[]
69170,1398783313.404209,[]
69171,1398783313.4081337,[]
69172,1398783313.4441888,[]
69173,1398783313.484174,[]
69174,1398783313.4841983,[]
69175,1398783313.5243413,[]
69176,1398783313.5328786,[]
69177,1398783313.5722957,[]
69178,1398783313.6122072,[]
69179,1398783313.6122377,[]
69180,1398783313.6523879,[]
69181,1398783313.6581852,[]
69182,1398783313.696368,[]
69183,1398783313.736192,[]
69184,1398783313.7362156,[]
69185,1398783313.77639,[]
69186,1398783313.783821,[]
69187,1398783313.8202698,[]
69188,1398783313.860214,[]
69189,1398783313.8602438,[]
69190,1398783313.9002898,[]
69191,1398783313.908557,[]
69192,1398783313.9482372,[]
69193,1398783313.9882793,[]
69194,1398783313.9883127,[]
69195,1398783314.028252,[]
69196,1398783314.0335765,[]
69197,1398783314.0722442,[]
69198,1398783314.1122775,[]
69199,1398783314.1123111,[]
69200,1398783314.1523087,[]
69201,1398783314.1579907,[]
69202,1398783314.1963599,[{'idp':  302 ,  'x':  0.31 ,  'y':  -5.71 ,  'r':  0.4 ,  'type':  1}]
69203,1398783314.236226,[{'idp':  302 ,  'x':  0.41 ,  'y':  -5.47 ,  'r':  0.4 ,  'type':  1}]
69204,1398783314.2362573,[{'idp':  302 ,  'x':  0.43 ,  'y':  -5.46 ,  'r':  0.4 ,  'type':  1}]
69205,1398783314.2762396,[{'idp':  302 ,  'x':  0.45 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1}]
69206,1398783314.2833157,[{'idp':  302 ,  'x':  0.48 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1}]
69207,1398783314.320238,[{'idp':  302 ,  'x':  0.49 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1}]
69208,1398783314.360192,[{'idp':  302 ,  'x':  0.52 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1}]
69209,1398783314.3602247,[{'idp':  302 ,  'x':  0.55 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1}]
69210,1398783314.400261,[{'idp':  302 ,  'x':  0.57 ,  'y':  -5.43 ,  'r':  0.4 ,  'type':  1}]
69211,1398783314.407966,[{'idp':  302 ,  'x':  0.59 ,  'y':  -5.43 ,  'r':  0.4 ,  'type':  1}]
69212,1398783314.4442108,[{'idp':  302 ,  'x':  0.63 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1}]
69213,1398783314.4842234,[{'idp':  302 ,  'x':  0.64 ,  'y':  -5.43 ,  'r':  0.4 ,  'type':  1}]
69214,1398783314.4842517,[{'idp':  302 ,  'x':  0.67 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1}]
69215,1398783314.5243073,[{'idp':  302 ,  'x':  0.69 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.15 ,  'y':  -4.5 ,  'r':  0.4 ,  'type':  1}]
69216,1398783314.533059,[{'idp':  302 ,  'x':  0.72 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.2 ,  'y':  -4.37 ,  'r':  0.4 ,  'type':  1}]
69217,1398783314.572319,[{'idp':  302 ,  'x':  0.73 ,  'y':  -5.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.22 ,  'y':  -4.37 ,  'r':  0.4 ,  'type':  1}]
69218,1398783314.6122556,[{'idp':  302 ,  'x':  0.74 ,  'y':  -5.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.29 ,  'y':  -4.42 ,  'r':  0.4 ,  'type':  1}]
69219,1398783314.6122835,[{'idp':  302 ,  'x':  0.77 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.31 ,  'y':  -4.47 ,  'r':  0.4 ,  'type':  1}]
69220,1398783314.6523006,[{'idp':  302 ,  'x':  0.79 ,  'y':  -5.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.23 ,  'y':  -4.4 ,  'r':  0.4 ,  'type':  1}]
69221,1398783314.6585789,[{'idp':  302 ,  'x':  0.83 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.31 ,  'y':  -4.36 ,  'r':  0.4 ,  'type':  1}]
69222,1398783314.696274,[{'idp':  302 ,  'x':  0.86 ,  'y':  -5.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.32 ,  'y':  -4.4 ,  'r':  0.4 ,  'type':  1}]
69223,1398783314.736202,[{'idp':  302 ,  'x':  0.9 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.36 ,  'y':  -4.35 ,  'r':  0.4 ,  'type':  1}]
69224,1398783314.7362351,[{'idp':  302 ,  'x':  0.91 ,  'y':  -5.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.38 ,  'y':  -4.35 ,  'r':  0.4 ,  'type':  1}]
69225,1398783314.776307,[{'idp':  302 ,  'x':  0.94 ,  'y':  -5.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.44 ,  'y':  -4.38 ,  'r':  0.4 ,  'type':  1}]
69226,1398783314.7829313,[{'idp':  302 ,  'x':  0.94 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.4 ,  'y':  -4.34 ,  'r':  0.4 ,  'type':  1}]
69227,1398783314.8202338,[{'idp':  302 ,  'x':  0.95 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.41 ,  'y':  -4.33 ,  'r':  0.4 ,  'type':  1}]
69228,1398783314.8602903,[{'idp':  302 ,  'x':  0.98 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.49 ,  'y':  -4.38 ,  'r':  0.4 ,  'type':  1}]
69229,1398783314.8603113,[{'idp':  302 ,  'x':  1.02 ,  'y':  -5.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.52 ,  'y':  -4.37 ,  'r':  0.4 ,  'type':  1}]
69230,1398783314.9003124,[{'idp':  302 ,  'x':  1.04 ,  'y':  -5.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.55 ,  'y':  -4.37 ,  'r':  0.4 ,  'type':  1}]
69231,1398783314.9080596,[{'idp':  302 ,  'x':  1.06 ,  'y':  -5.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.51 ,  'y':  -4.38 ,  'r':  0.4 ,  'type':  1}]
69232,1398783314.9442382,[{'idp':  302 ,  'x':  1.07 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.58 ,  'y':  -4.36 ,  'r':  0.4 ,  'type':  1}]
69233,1398783314.9842858,[{'idp':  302 ,  'x':  1.09 ,  'y':  -5.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.6 ,  'y':  -4.36 ,  'r':  0.4 ,  'type':  1}]
69234,1398783314.9843173,[{'idp':  302 ,  'x':  1.14 ,  'y':  -5.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.62 ,  'y':  -4.33 ,  'r':  0.4 ,  'type':  1}]
69235,1398783315.0242348,[{'idp':  302 ,  'x':  1.18 ,  'y':  -5.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.54 ,  'y':  -4.38 ,  'r':  0.4 ,  'type':  1}]
69236,1398783315.033184,[{'idp':  302 ,  'x':  1.2 ,  'y':  -5.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.66 ,  'y':  -4.33 ,  'r':  0.4 ,  'type':  1}]
69237,1398783315.0723302,[{'idp':  302 ,  'x':  1.24 ,  'y':  -5.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.69 ,  'y':  -4.31 ,  'r':  0.4 ,  'type':  1}]
69238,1398783315.1122127,[{'idp':  302 ,  'x':  1.27 ,  'y':  -5.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.72 ,  'y':  -4.32 ,  'r':  0.4 ,  'type':  1}]
69239,1398783315.112246,[{'idp':  302 ,  'x':  1.3 ,  'y':  -5.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.7 ,  'y':  -4.33 ,  'r':  0.4 ,  'type':  1}]
69240,1398783315.152245,[{'idp':  302 ,  'x':  1.34 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.73 ,  'y':  -4.31 ,  'r':  0.4 ,  'type':  1}]
69241,1398783315.1575527,[{'idp':  302 ,  'x':  1.37 ,  'y':  -5.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.76 ,  'y':  -4.29 ,  'r':  0.4 ,  'type':  1}]
69242,1398783315.1962323,[{'idp':  302 ,  'x':  1.4 ,  'y':  -5.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  303 ,  'x':  0.79 ,  'y':  -4.3 ,  'r':  0.4 ,  'type':  1}]
69243,1398783315.2361948,[{'idp':  303 ,  'x':  0.79 ,  'y':  -4.28 ,  'r':  0.4 ,  'type':  1}]
69244,1398783315.2362251,[{'idp':  303 ,  'x':  0.83 ,  'y':  -4.32 ,  'r':  0.4 ,  'type':  1}]
69245,1398783315.2762797,[{'idp':  303 ,  'x':  0.86 ,  'y':  -4.27 ,  'r':  0.4 ,  'type':  1}]
69246,1398783315.2822833,[{'idp':  303 ,  'x':  0.93 ,  'y':  -4.29 ,  'r':  0.4 ,  'type':  1}]
69247,1398783315.3203003,[{'idp':  303 ,  'x':  0.9 ,  'y':  -4.26 ,  'r':  0.4 ,  'type':  1}]
69248,1398783315.36024,[{'idp':  303 ,  'x':  0.9 ,  'y':  -4.25 ,  'r':  0.4 ,  'type':  1}]
69249,1398783315.3603196,[{'idp':  303 ,  'x':  0.93 ,  'y':  -4.24 ,  'r':  0.4 ,  'type':  1}]
69250,1398783315.4002638,[{'idp':  303 ,  'x':  0.91 ,  'y':  -4.25 ,  'r':  0.4 ,  'type':  1}]
69251,1398783315.407928,[{'idp':  303 ,  'x':  0.95 ,  'y':  -4.26 ,  'r':  0.4 ,  'type':  1}]
69252,1398783315.4442239,[{'idp':  303 ,  'x':  1.0 ,  'y':  -4.23 ,  'r':  0.4 ,  'type':  1}]
69253,1398783315.484264,[{'idp':  303 ,  'x':  1.01 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
69254,1398783315.4842932,[{'idp':  303 ,  'x':  1.02 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
69255,1398783315.524291,[{'idp':  303 ,  'x':  1.03 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
69256,1398783315.5322351,[{'idp':  303 ,  'x':  1.01 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
69257,1398783315.568202,[{'idp':  303 ,  'x':  1.06 ,  'y':  -4.19 ,  'r':  0.4 ,  'type':  1}]
69258,1398783315.6082375,[{'idp':  303 ,  'x':  1.08 ,  'y':  -4.19 ,  'r':  0.4 ,  'type':  1}]
69259,1398783315.60827,[{'idp':  303 ,  'x':  1.12 ,  'y':  -4.15 ,  'r':  0.4 ,  'type':  1}]
69260,1398783315.64823,[{'idp':  303 ,  'x':  1.11 ,  'y':  -4.17 ,  'r':  0.4 ,  'type':  1}]
69261,1398783315.6568038,[{'idp':  303 ,  'x':  1.14 ,  'y':  -4.18 ,  'r':  0.4 ,  'type':  1}]
69262,1398783315.696288,[{'idp':  303 ,  'x':  1.19 ,  'y':  -4.14 ,  'r':  0.4 ,  'type':  1}]
69263,1398783315.7362242,[{'idp':  303 ,  'x':  1.19 ,  'y':  -4.13 ,  'r':  0.4 ,  'type':  1}]
69264,1398783315.7362456,[{'idp':  303 ,  'x':  1.21 ,  'y':  -4.12 ,  'r':  0.4 ,  'type':  1}]
69265,1398783315.7762465,[{'idp':  303 ,  'x':  1.2 ,  'y':  -4.14 ,  'r':  0.4 ,  'type':  1}]
69266,1398783315.7831924,[{'idp':  303 ,  'x':  1.22 ,  'y':  -4.09 ,  'r':  0.4 ,  'type':  1}]
69267,1398783315.8203185,[{'idp':  303 ,  'x':  1.24 ,  'y':  -4.11 ,  'r':  0.4 ,  'type':  1}]
69268,1398783315.8602057,[{'idp':  303 ,  'x':  1.22 ,  'y':  -4.1 ,  'r':  0.4 ,  'type':  1}]
69269,1398783315.8602388,[{'idp':  303 ,  'x':  1.26 ,  'y':  -4.09 ,  'r':  0.4 ,  'type':  1}]
69270,1398783315.900268,[{'idp':  303 ,  'x':  1.26 ,  'y':  -4.05 ,  'r':  0.4 ,  'type':  1}]
69271,1398783315.9076867,[{'idp':  303 ,  'x':  1.28 ,  'y':  -4.06 ,  'r':  0.4 ,  'type':  1}]
69272,1398783315.944225,[{'idp':  303 ,  'x':  1.28 ,  'y':  -4.05 ,  'r':  0.4 ,  'type':  1}]
69273,1398783315.9843023,[{'idp':  303 ,  'x':  1.31 ,  'y':  -4.03 ,  'r':  0.4 ,  'type':  1}]
69274,1398783315.984336,[{'idp':  303 ,  'x':  1.29 ,  'y':  -4.02 ,  'r':  0.4 ,  'type':  1}]
69275,1398783316.0243282,[{'idp':  303 ,  'x':  1.31 ,  'y':  -4.04 ,  'r':  0.4 ,  'type':  1}]
69276,1398783316.0320358,[{'idp':  303 ,  'x':  1.37 ,  'y':  -4.01 ,  'r':  0.4 ,  'type':  1}]
69277,1398783316.0681813,[{'idp':  303 ,  'x':  1.37 ,  'y':  -4.0 ,  'r':  0.4 ,  'type':  1}]
69278,1398783316.108263,[{'idp':  303 ,  'x':  1.37 ,  'y':  -3.96 ,  'r':  0.4 ,  'type':  1}]
69279,1398783316.1082919,[{'idp':  303 ,  'x':  1.38 ,  'y':  -3.97 ,  'r':  0.4 ,  'type':  1}]
69280,1398783316.1482236,[{'idp':  303 ,  'x':  1.43 ,  'y':  -3.93 ,  'r':  0.4 ,  'type':  1}]
69281,1398783316.1575565,[{'idp':  303 ,  'x':  1.43 ,  'y':  -3.93 ,  'r':  0.4 ,  'type':  1}]
69282,1398783316.1962786,[{'idp':  303 ,  'x':  1.43 ,  'y':  -3.93 ,  'r':  0.4 ,  'type':  1}]
69283,1398783316.2362218,[{'idp':  303 ,  'x':  1.45 ,  'y':  -3.93 ,  'r':  0.4 ,  'type':  1}]
69284,1398783316.2362525,[{'idp':  303 ,  'x':  1.48 ,  'y':  -3.93 ,  'r':  0.4 ,  'type':  1}]
69285,1398783316.2762952,[{'idp':  303 ,  'x':  1.51 ,  'y':  -3.88 ,  'r':  0.4 ,  'type':  1}]
69286,1398783316.2821784,[{'idp':  303 ,  'x':  1.52 ,  'y':  -3.89 ,  'r':  0.4 ,  'type':  1}]
69287,1398783316.3203204,[{'idp':  303 ,  'x':  1.54 ,  'y':  -3.87 ,  'r':  0.4 ,  'type':  1}]
69288,1398783316.3602173,[{'idp':  303 ,  'x':  1.56 ,  'y':  -3.83 ,  'r':  0.4 ,  'type':  1}]
69289,1398783316.3602474,[{'idp':  303 ,  'x':  1.57 ,  'y':  -3.85 ,  'r':  0.4 ,  'type':  1}]
69290,1398783316.400238,[{'idp':  303 ,  'x':  1.6 ,  'y':  -3.83 ,  'r':  0.4 ,  'type':  1}]
69291,1398783316.406592,[{'idp':  303 ,  'x':  1.61 ,  'y':  -3.83 ,  'r':  0.4 ,  'type':  1}]
69292,1398783316.4443421,[{'idp':  303 ,  'x':  1.63 ,  'y':  -3.82 ,  'r':  0.4 ,  'type':  1}]
69293,1398783316.4842029,[{'idp':  303 ,  'x':  1.64 ,  'y':  -3.8 ,  'r':  0.4 ,  'type':  1}]
69294,1398783316.4842324,[{'idp':  303 ,  'x':  1.66 ,  'y':  -3.8 ,  'r':  0.4 ,  'type':  1}]
69295,1398783316.5241883,[{'idp':  303 ,  'x':  1.68 ,  'y':  -3.78 ,  'r':  0.4 ,  'type':  1}]
69296,1398783316.5317707,[{'idp':  303 ,  'x':  1.67 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
69297,1398783316.5681798,[{'idp':  303 ,  'x':  1.64 ,  'y':  -3.76 ,  'r':  0.4 ,  'type':  1}]
69298,1398783316.6082466,[{'idp':  303 ,  'x':  1.64 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
69299,1398783316.6082814,[{'idp':  303 ,  'x':  1.65 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
69300,1398783316.6483536,[{'idp':  303 ,  'x':  1.63 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
69301,1398783316.6570237,[{'idp':  303 ,  'x':  1.63 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
69302,1398783316.696293,[{'idp':  303 ,  'x':  1.62 ,  'y':  -3.76 ,  'r':  0.4 ,  'type':  1}]
69303,1398783316.7361927,[{'idp':  303 ,  'x':  1.62 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
69304,1398783316.7362278,[{'idp':  303 ,  'x':  1.62 ,  'y':  -3.8 ,  'r':  0.4 ,  'type':  1}]
69305,1398783316.7762413,[{'idp':  303 ,  'x':  1.61 ,  'y':  -3.8 ,  'r':  0.4 ,  'type':  1}]
69306,1398783316.7814097,[{'idp':  303 ,  'x':  1.6 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
69307,1398783316.8201754,[{'idp':  303 ,  'x':  1.59 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
69308,1398783316.86035,[{'idp':  303 ,  'x':  1.59 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
69309,1398783316.860372,[{'idp':  304 ,  'x':  1.02 ,  'y':  -7.17 ,  'r':  0.4 ,  'type':  1}]
69310,1398783316.9002285,[{'idp':  304 ,  'x':  0.96 ,  'y':  -7.11 ,  'r':  0.4 ,  'type':  1}]
69311,1398783316.9058788,[{'idp':  304 ,  'x':  0.93 ,  'y':  -7.11 ,  'r':  0.4 ,  'type':  1}]
69312,1398783316.944252,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69313,1398783316.9842904,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.14 ,  'r':  0.4 ,  'type':  1}]
69314,1398783316.9843185,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1}]
69315,1398783317.024304,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.1 ,  'r':  0.4 ,  'type':  1}]
69316,1398783317.0318298,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69317,1398783317.0682275,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69318,1398783317.1082501,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69319,1398783317.1082866,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.1 ,  'r':  0.4 ,  'type':  1}]
69320,1398783317.1483295,[{'idp':  304 ,  'x':  0.94 ,  'y':  -7.1 ,  'r':  0.4 ,  'type':  1}]
69321,1398783317.1554904,[{'idp':  304 ,  'x':  0.91 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1}]
69322,1398783317.192185,[{'idp':  304 ,  'x':  0.9 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69323,1398783317.232239,[{'idp':  304 ,  'x':  0.91 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69324,1398783317.2322702,[{'idp':  304 ,  'x':  0.87 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1}]
69325,1398783317.272244,[{'idp':  304 ,  'x':  0.87 ,  'y':  -7.15 ,  'r':  0.4 ,  'type':  1}]
69326,1398783317.288422,[{'idp':  304 ,  'x':  0.87 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69327,1398783317.3282118,[{'idp':  304 ,  'x':  0.87 ,  'y':  -7.11 ,  'r':  0.4 ,  'type':  1}]
69328,1398783317.3682578,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69329,1398783317.3682926,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.14 ,  'r':  0.4 ,  'type':  1}]
69330,1398783317.4082415,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1}]
69331,1398783317.4082706,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.14 ,  'r':  0.4 ,  'type':  1}]
69332,1398783317.448317,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1}]
69333,1398783317.4551504,[{'idp':  304 ,  'x':  0.85 ,  'y':  -7.1 ,  'r':  0.4 ,  'type':  1}]
69334,1398783317.4922245,[{'idp':  304 ,  'x':  0.85 ,  'y':  -7.12 ,  'r':  0.4 ,  'type':  1}]
69335,1398783317.532289,[{'idp':  304 ,  'x':  0.84 ,  'y':  -7.11 ,  'r':  0.4 ,  'type':  1}]
