id,timestamp,circles
30001,1398847436.211884,[{'idp':  1 ,  'x':  0.44 ,  'y':  0.98 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  2.32 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  1.23 ,  'y':  -2.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  2.19 ,  'y':  -2.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.15 ,  'y':  -2.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.9 ,  'y':  -4.53 ,  'r':  0.4 ,  'type':  1}]
38768,1398847654.9159303,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38769,1398847654.9241858,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38770,1398847654.9638665,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38771,1398847655.0039632,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38772,1398847655.003993,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38773,1398847655.043963,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38774,1398847655.0496054,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38775,1398847655.0878434,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38776,1398847655.1279247,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38777,1398847655.1279535,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38778,1398847655.1678722,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38779,1398847655.1731956,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38780,1398847655.2118359,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38781,1398847655.251874,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38782,1398847655.2519035,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38783,1398847655.2918167,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38784,1398847655.2986083,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38785,1398847655.335837,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38786,1398847655.3759317,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
38787,1398847655.3759637,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.03 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.74 ,  'y':  -5.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.49 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1}]
38788,1398847655.415884,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.07 ,  'y':  -6.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.71 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.55 ,  'y':  -2.02 ,  'r':  0.4 ,  'type':  1}]
38789,1398847655.4221687,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.08 ,  'y':  -6.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.71 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.55 ,  'y':  -2.0 ,  'r':  0.4 ,  'type':  1}]
38790,1398847655.4598193,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.05 ,  'y':  -6.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.68 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.55 ,  'y':  -2.03 ,  'r':  0.4 ,  'type':  1}]
38791,1398847655.4999049,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.02 ,  'y':  -6.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.65 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.54 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1}]
38792,1398847655.4999332,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.0 ,  'y':  -6.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.63 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.52 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1}]
38793,1398847655.539963,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.0 ,  'y':  -6.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.64 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.53 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1}]
38794,1398847655.5474887,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.01 ,  'y':  -6.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.66 ,  'y':  -5.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.53 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1}]
38795,1398847655.5838284,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.04 ,  'y':  -6.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.66 ,  'y':  -5.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.54 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1}]
38796,1398847655.6238086,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.02 ,  'y':  -6.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.61 ,  'y':  -5.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.54 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1}]
38797,1398847655.6238918,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.02 ,  'y':  -6.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.56 ,  'y':  -5.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.54 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1}]
38798,1398847655.6638277,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.01 ,  'y':  -6.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.55 ,  'y':  -5.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.54 ,  'y':  -2.12 ,  'r':  0.4 ,  'type':  1}]
38799,1398847655.6719608,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.0 ,  'y':  -6.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.54 ,  'y':  -5.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.53 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1}]
38800,1398847655.711841,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.0 ,  'y':  -6.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.54 ,  'y':  -5.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.51 ,  'y':  -2.15 ,  'r':  0.4 ,  'type':  1}]
38801,1398847655.7520604,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.99 ,  'y':  -5.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.54 ,  'y':  -5.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.5 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
38802,1398847655.7520933,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.02 ,  'y':  -5.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.2 ,  'y':  -5.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.5 ,  'y':  -2.19 ,  'r':  0.4 ,  'type':  1}]
38803,1398847655.7919018,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.02 ,  'y':  -5.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.02 ,  'y':  -5.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.53 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1}]
38804,1398847655.7963316,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.01 ,  'y':  -5.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.01 ,  'y':  -5.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.51 ,  'y':  -2.12 ,  'r':  0.4 ,  'type':  1}]
38805,1398847655.8358803,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  4.0 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  4.0 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.5 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1}]
38806,1398847655.8758435,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.98 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.98 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.49 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1}]
38807,1398847655.875878,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.96 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.96 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.48 ,  'y':  -2.17 ,  'r':  0.4 ,  'type':  1}]
38808,1398847655.9158652,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.96 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.96 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.47 ,  'y':  -2.2 ,  'r':  0.4 ,  'type':  1}]
38809,1398847655.9205203,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.95 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.95 ,  'y':  -5.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.5 ,  'y':  -2.19 ,  'r':  0.4 ,  'type':  1}]
38810,1398847655.9598658,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.97 ,  'y':  -5.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.97 ,  'y':  -5.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.45 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
38811,1398847655.99988,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.98 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.98 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.45 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
38812,1398847655.999911,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.98 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.98 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.46 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
38813,1398847656.0398788,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.95 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.95 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.42 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
38814,1398847656.045963,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.94 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.94 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.41 ,  'y':  -2.2 ,  'r':  0.4 ,  'type':  1}]
38815,1398847656.0838184,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.91 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.91 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.41 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1}]
38816,1398847656.1238735,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.91 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.91 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.39 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1}]
38817,1398847656.1239047,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.93 ,  'y':  -5.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.93 ,  'y':  -5.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.37 ,  'y':  -2.21 ,  'r':  0.4 ,  'type':  1}]
38818,1398847656.1638517,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.94 ,  'y':  -5.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.94 ,  'y':  -5.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.36 ,  'y':  -2.21 ,  'r':  0.4 ,  'type':  1}]
38819,1398847656.1702204,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.93 ,  'y':  -5.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.93 ,  'y':  -5.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.34 ,  'y':  -2.2 ,  'r':  0.4 ,  'type':  1}]
38820,1398847656.2079513,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.92 ,  'y':  -5.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.92 ,  'y':  -5.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.32 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1}]
38821,1398847656.2478342,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.91 ,  'y':  -5.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.91 ,  'y':  -5.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.31 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
38822,1398847656.2478647,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.92 ,  'y':  -5.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.92 ,  'y':  -5.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.29 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
38823,1398847656.2879176,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.89 ,  'y':  -5.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.89 ,  'y':  -5.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.28 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
38824,1398847656.2953446,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.87 ,  'y':  -5.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.87 ,  'y':  -5.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.27 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1}]
38825,1398847656.3319404,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.88 ,  'y':  -5.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.88 ,  'y':  -5.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.26 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
38826,1398847656.3718643,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.87 ,  'y':  -5.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.87 ,  'y':  -5.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.26 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
38827,1398847656.3719454,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.86 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.86 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.24 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
38828,1398847656.411925,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.84 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.84 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.22 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
38829,1398847656.4191394,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.86 ,  'y':  -5.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.86 ,  'y':  -5.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.21 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1}]
38830,1398847656.4558403,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.85 ,  'y':  -5.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.85 ,  'y':  -5.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.18 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1}]
38831,1398847656.4958239,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.83 ,  'y':  -5.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.83 ,  'y':  -5.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.16 ,  'y':  -2.29 ,  'r':  0.4 ,  'type':  1}]
38832,1398847656.4958541,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.82 ,  'y':  -5.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.82 ,  'y':  -5.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.15 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1}]
38833,1398847656.5358994,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.83 ,  'y':  -5.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.83 ,  'y':  -5.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.12 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
38834,1398847656.5434413,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.86 ,  'y':  -5.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.86 ,  'y':  -5.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.11 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
38835,1398847656.579843,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.85 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.85 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.1 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
38836,1398847656.619837,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.84 ,  'y':  -5.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.84 ,  'y':  -5.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.07 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
38837,1398847656.6198537,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.81 ,  'y':  -5.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.81 ,  'y':  -5.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.06 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1}]
38838,1398847656.6599333,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.04 ,  'y':  -2.31 ,  'r':  0.4 ,  'type':  1}]
38839,1398847656.6682067,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.03 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1}]
38840,1398847656.7078478,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  80 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  81 ,  'x':  3.8 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  82 ,  'x':  6.02 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1}]
