id,timestamp,circles
26201,1398855274.5657456,[{'idp': 1, 'x': 4.25, 'y': 0.8749999999999991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.416666666666666, 'y': 1.6666666666666674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 9.25, 'y': 0.541666666666667, 'r': 0.3999999999999999, 'type': 1}]
34377,1398855479.1697574,[{'idp': 185, 'x': 2.552437687692446, 'y': -0.3876675709649591, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.7702708122628743, 'y': 0.3761044715103323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.699366285358042, 'y': -3.4911908607580324, 'r': 0.3999999999999999, 'type': 1}, {'idp': 188, 'x': 8.920848184623829, 'y': -1.313873316950892, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.57033630436948, 'y': -2.2322803936361835, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.213277893138274, 'y': -2.949820434407685, 'r': 0.3999999999999999, 'type': 1}]
34378,1398855479.1697903,[{'idp': 185, 'x': 2.5576024291841915, 'y': -0.41616809601236704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.796475995666972, 'y': 0.3657290997294216, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.68090309217185, 'y': -3.506047177463838, 'r': 0.3999999999999999, 'type': 1}, {'idp': 188, 'x': 8.931075044266386, 'y': -1.4147099284687459, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.567808871138485, 'y': -2.297599905459725, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.173753700482992, 'y': -2.981146290449183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.833333333333334, 'y': -0.2083333333333337, 'r': 0.4, 'type': 1}]
34379,1398855479.2097518,[{'idp': 185, 'x': 2.5623126095370963, 'y': -0.4373721820151133, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.8212788435182272, 'y': 0.3541162323549951, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.601430705900794, 'y': -3.5618306788305407, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.52816545402408, 'y': -2.3543505478446436, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.150792141651447, 'y': -2.9953719059155937, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.806559173139181, 'y': -0.2341654277611771, 'r': 0.4, 'type': 1}]
34380,1398855479.2159133,[{'idp': 185, 'x': 2.577219223688607, 'y': -0.46951607824999186, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.840313119437619, 'y': 0.34281587784542156, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.587147126325847, 'y': -3.5777599873974397, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.523781391192347, 'y': -2.4191029394375363, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.101851339663323, 'y': -3.0229939420132226, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.764689056266395, 'y': -0.2793244132930117, 'r': 0.4, 'type': 1}]
34381,1398855479.253721,[{'idp': 185, 'x': 2.5966261369053223, 'y': -0.5057066429039525, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.8589828813358213, 'y': 0.32684774336690925, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.504455042549585, 'y': -3.63101117293629, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.496610888339399, 'y': -2.478187207882201, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.051354445250974, 'y': -3.0720684196611137, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.770886334565724, 'y': -0.29247292747093034, 'r': 0.4, 'type': 1}]
34382,1398855479.2937694,[{'idp': 185, 'x': 2.6014765124869044, 'y': -0.5355740766143102, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.8730537449361297, 'y': 0.3091161711461732, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.463887999315354, 'y': -3.7009676549713055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.465229688017189, 'y': -2.5583523541314013, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 9.00700311944217, 'y': -3.1228475488014142, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.814133373160729, 'y': -0.2553235852870672, 'r': 0.4, 'type': 1}]
34383,1398855479.293794,[{'idp': 185, 'x': 2.6107787503314173, 'y': -0.5784564344167986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.8865907939657025, 'y': 0.29068483415129576, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.39757703437269, 'y': -3.7815737356401202, 'r': 0.3999999999999999, 'type': 1}, {'idp': 189, 'x': 9.41563967436931, 'y': -2.6554855727400515, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.938593889003085, 'y': -3.1867279133024717, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.867758832802839, 'y': -0.21238487983089027, 'r': 0.4, 'type': 1}]
34384,1398855479.333816,[{'idp': 185, 'x': 2.619244685900808, 'y': -0.6218655961216324, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.8974042505957636, 'y': 0.2718724831525976, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.361480307780063, 'y': -3.831106673761778, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.877172149989253, 'y': -3.2520364377456246, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.458333333333332, 'y': -0.6666666666666665, 'r': 0.4, 'type': 1}]
34385,1398855479.3411815,[{'idp': 185, 'x': 2.6314907471380167, 'y': -0.654714524469252, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9040085995305502, 'y': 0.2559283709025806, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.319294363100287, 'y': -3.8812496428774814, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.802492835146618, 'y': -3.3116525901040306, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.493549722187744, 'y': -0.635347027886155, 'r': 0.4, 'type': 1}]
34386,1398855479.3777385,[{'idp': 185, 'x': 2.64583576509283, 'y': -0.682388690870297, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9112122240878473, 'y': 0.24296029571752253, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.272474578833846, 'y': -3.9094807564441902, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.749777884270788, 'y': -3.335294593722219, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.439606645766515, 'y': -0.6732594209594189, 'r': 0.4, 'type': 1}]
34387,1398855479.417757,[{'idp': 185, 'x': 2.6459609562121877, 'y': -0.7005300085583988, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9128858706177301, 'y': 0.23275458664416604, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.248321055100726, 'y': -3.9288808977564607, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.692948790734341, 'y': -3.3572938686515896, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.356253374555443, 'y': -0.6924949718072726, 'r': 0.4, 'type': 1}]
34388,1398855479.4177883,[{'idp': 185, 'x': 2.6582525234563525, 'y': -0.7157279890237922, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9134363935715051, 'y': 0.21991214822852712, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.219600365602616, 'y': -3.936379410762234, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.639901216525981, 'y': -3.4019088837150346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.251738235864844, 'y': -0.7510481408896763, 'r': 0.4, 'type': 1}]
34389,1398855479.4577923,[{'idp': 185, 'x': 2.6615760344665707, 'y': -0.7414298595250257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9193899469588596, 'y': 0.20262560995095935, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.190895035496265, 'y': -3.9454858640985813, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.603455984451722, 'y': -3.4309866271166403, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.212964801355316, 'y': -0.7744805080155681, 'r': 0.4, 'type': 1}]
34390,1398855479.4661765,[{'idp': 185, 'x': 2.657989728189556, 'y': -0.7714676200515191, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9215814482081219, 'y': 0.18393760654051405, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.177520934455242, 'y': -3.9396358151409814, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.560302660695937, 'y': -3.457045873347991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.143405452401193, 'y': -0.8069266372120598, 'r': 0.4, 'type': 1}]
34391,1398855479.5057878,[{'idp': 185, 'x': 2.662917215108944, 'y': -0.7914997946078528, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9264062259013395, 'y': 0.15534963243100552, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.166640130994319, 'y': -3.9260584681466937, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.499870446693716, 'y': -3.4980209473584645, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.089939517922898, 'y': -0.8548237273345372, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.291666666666668, 'y': -1.9166666666666665, 'r': 0.3999999999999999, 'type': 1}]
34392,1398855479.5458093,[{'idp': 185, 'x': 2.655808662491279, 'y': -0.8150226413522643, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9234982001154668, 'y': 0.13403378701866364, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.154494395271573, 'y': -3.909435432741545, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.460756671946246, 'y': -3.524874761670546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 6.046337118544267, 'y': -0.8622862195159742, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.307727312405575, 'y': -1.9753002488237803, 'r': 0.3999999999999999, 'type': 1}]
34393,1398855479.5458477,[{'idp': 185, 'x': 2.659096979823321, 'y': -0.822166038401968, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9238744050760728, 'y': 0.11458400603031604, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.14106997275643, 'y': -3.8993011716332617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.435254355358932, 'y': -3.5358091586286533, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.994604890499444, 'y': -0.8955047750848477, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.268410159355478, 'y': -1.9851304926531266, 'r': 0.3999999999999999, 'type': 1}]
34394,1398855479.5857518,[{'idp': 185, 'x': 2.650882699161019, 'y': -0.8381556637780241, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.917339367636929, 'y': 0.09968460455738404, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.13475372818724, 'y': -3.8609508131024404, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.401767353001315, 'y': -3.522057189770651, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.970351600788781, 'y': -0.8922865371151878, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.235966136293813, 'y': -1.9769681316552834, 'r': 0.3999999999999999, 'type': 1}]
34395,1398855479.591004,[{'idp': 185, 'x': 2.665683503578291, 'y': -0.8431977889176712, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9087485013773122, 'y': 0.0879300632619473, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.11420131025888, 'y': -3.835149485387767, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.367496260284373, 'y': -3.508001580722272, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.926078495858436, 'y': -0.8859339646901687, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.222364350590855, 'y': -1.9356445870481165, 'r': 0.3999999999999999, 'type': 1}]
34396,1398855479.6296854,[{'idp': 185, 'x': 2.6892906046970966, 'y': -0.8443150546318634, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9066183797216687, 'y': 0.07763102951827028, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.080059731438276, 'y': -3.8193469000492675, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.34491136599543, 'y': -3.4774946979755263, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.896021447413624, 'y': -0.8558147152214868, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.18818464303294, 'y': -1.9088445947008947, 'r': 0.3999999999999999, 'type': 1}]
34397,1398855479.6697521,[{'idp': 185, 'x': 2.71114729742157, 'y': -0.8383566337873205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9191019690951974, 'y': 0.0843814976169055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.049643914177746, 'y': -3.815848484608788, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.31986772279691, 'y': -3.4672929270884434, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.861285622884949, 'y': -0.8378823412497405, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.147723825414321, 'y': -1.880473567480876, 'r': 0.3999999999999999, 'type': 1}]
34398,1398855479.6697834,[{'idp': 185, 'x': 2.7276574061781234, 'y': -0.8437759285114277, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9265122142653404, 'y': 0.08855193231449565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 8.009529912373516, 'y': -3.789443112822457, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.287513827480195, 'y': -3.432525229566351, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.828194722637045, 'y': -0.8336845745141175, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.128846877917862, 'y': -1.8388955340427238, 'r': 0.3999999999999999, 'type': 1}]
34399,1398855479.709774,[{'idp': 185, 'x': 2.7466260361431316, 'y': -0.8434313206808464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9257963955293391, 'y': 0.09049448879150157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.791666666666666, 'y': -4.041666666666667, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.273528248590738, 'y': -3.3843995124682946, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.784623144503971, 'y': -0.802006475695608, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.097686860150057, 'y': -1.8132140010776021, 'r': 0.3999999999999999, 'type': 1}]
34400,1398855479.7151518,[{'idp': 185, 'x': 2.7629977872618183, 'y': -0.8489461346574323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9375444232713104, 'y': 0.09100329276308772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.77031555299865, 'y': -3.9811814444031226, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.237406481350313, 'y': -3.369163979078432, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.751590494637959, 'y': -0.8102566502196507, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.083476996328695, 'y': -1.791346622019474, 'r': 0.3999999999999999, 'type': 1}]
34401,1398855479.7537127,[{'idp': 185, 'x': 2.7851354091807745, 'y': -0.8561014203690853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9434975924290123, 'y': 0.08955704100591655, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.75348364043559, 'y': -3.9939717733621185, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.209792478366662, 'y': -3.3577181485656316, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.72271253320041, 'y': -0.8062831798221914, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.051117445617457, 'y': -1.784336051846237, 'r': 0.3999999999999999, 'type': 1}]
34402,1398855479.7937505,[{'idp': 185, 'x': 2.8001219825927026, 'y': -0.8543217142160631, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9468780795218779, 'y': 0.0924984604244572, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.748033944078678, 'y': -3.948389469611917, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.194372398321267, 'y': -3.330227797389438, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.705619911390134, 'y': -0.7909538174926378, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.047975809873304, 'y': -1.74679942174786, 'r': 0.3999999999999999, 'type': 1}]
34403,1398855479.7937806,[{'idp': 185, 'x': 2.811318634641311, 'y': -0.8449493146669096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9386479913412615, 'y': 0.09345292395361193, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.748381759833832, 'y': -3.9062868549572682, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.1802249708328, 'y': -3.32547497178867, 'r': 0.3999999999999999, 'type': 1}, {'idp': 191, 'x': 5.666237115648318, 'y': -0.7603304764770258, 'r': 0.4, 'type': 1}, {'idp': 192, 'x': 8.025526031082473, 'y': -1.7052938315053034, 'r': 0.3999999999999999, 'type': 1}]
34404,1398855479.8338485,[{'idp': 185, 'x': 2.8310379195832303, 'y': -0.8447952257890534, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9490793898600569, 'y': 0.08580339920452706, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.744262330157701, 'y': -3.8617730872551146, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.157075625839035, 'y': -3.315903348376139, 'r': 0.3999999999999999, 'type': 1}, {'idp': 192, 'x': 8.035958161828574, 'y': -1.6527213221466341, 'r': 0.3999999999999999, 'type': 1}]
34405,1398855479.8402581,[{'idp': 185, 'x': 2.8662197389985744, 'y': -0.8353877281884803, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9479133845770926, 'y': 0.07361917290177988, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.71372789661505, 'y': -3.82488851056322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.143844365989112, 'y': -3.2694447802110327, 'r': 0.3999999999999999, 'type': 1}, {'idp': 192, 'x': 8.03067730914124, 'y': -1.597076738591714, 'r': 0.3999999999999999, 'type': 1}]
34406,1398855479.8777006,[{'idp': 185, 'x': 2.88989259434967, 'y': -0.8436128337669557, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9521504798904323, 'y': 0.061453862310050233, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.715220589434477, 'y': -3.783751446724798, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.143057742253417, 'y': -3.228251255815615, 'r': 0.3999999999999999, 'type': 1}, {'idp': 192, 'x': 8.005653862850416, 'y': -1.610750876216327, 'r': 0.3999999999999999, 'type': 1}]
34407,1398855479.9177659,[{'idp': 185, 'x': 2.9178913239454807, 'y': -0.8514482653619193, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9554472929978086, 'y': 0.044733098178291186, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.7197402211694595, 'y': -3.7032125911266056, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.115131342755962, 'y': -3.2167395153042944, 'r': 0.3999999999999999, 'type': 1}, {'idp': 192, 'x': 7.956065761280691, 'y': -1.6916878786424383, 'r': 0.3999999999999999, 'type': 1}]
34408,1398855479.917807,[{'idp': 185, 'x': 2.9260110461822575, 'y': -0.8529161288076559, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.956398145353925, 'y': 0.028157395592556256, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.671575418719758, 'y': -3.659902659677904, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.098393297114367, 'y': -3.1897780177695214, 'r': 0.3999999999999999, 'type': 1}]
34409,1398855479.9577775,[{'idp': 185, 'x': 2.9345949774891555, 'y': -0.8559348463606442, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9576965733390042, 'y': 0.020775492025442155, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.6404881172923655, 'y': -3.6247799685708095, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.063414225594228, 'y': -3.1557016404259586, 'r': 0.3999999999999999, 'type': 1}]
34410,1398855479.9654958,[{'idp': 185, 'x': 2.966491216348992, 'y': -0.891657309205659, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9584551652081852, 'y': 0.013012556738032366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.638677004294112, 'y': -3.5827881126474703, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 8.001661942013529, 'y': -3.151355682113582, 'r': 0.3999999999999999, 'type': 1}]
34411,1398855480.0017838,[{'idp': 185, 'x': 2.9911296442399005, 'y': -0.9105196738251353, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9556747186908643, 'y': 0.008422184956204948, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.618107570456944, 'y': -3.532680898552737, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.940648064633065, 'y': -3.126518621302993, 'r': 0.3999999999999999, 'type': 1}]
34412,1398855480.0417306,[{'idp': 185, 'x': 3.05818814296668, 'y': -0.9527542702526881, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9482276237698284, 'y': 0.009452648024965704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.613168739061678, 'y': -3.449625928037632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.9033600479853705, 'y': -3.0918780800837165, 'r': 0.3999999999999999, 'type': 1}]
34413,1398855480.0417597,[{'idp': 185, 'x': 3.07918861068027, 'y': -0.9561913217197893, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9448165168229727, 'y': 0.0063589333902047684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.621496903703027, 'y': -3.4137928431287854, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.872785253412198, 'y': -3.0599538010796747, 'r': 0.3999999999999999, 'type': 1}]
34414,1398855480.081782,[{'idp': 185, 'x': 3.0985586833793866, 'y': -0.9548470093029715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9405923562404905, 'y': 0.0031800100162970857, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.642163386788403, 'y': -3.3635477315421705, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.818176109996948, 'y': -3.0389558553908236, 'r': 0.3999999999999999, 'type': 1}]
34415,1398855480.0892353,[{'idp': 185, 'x': 3.1036487810059166, 'y': -0.9565554692157929, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9421140632248992, 'y': -0.004664927401887287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.628907524410651, 'y': -3.2982587718473297, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.774870059503744, 'y': -3.0219765759195774, 'r': 0.3999999999999999, 'type': 1}]
34416,1398855480.12587,[{'idp': 185, 'x': 3.122562080751412, 'y': -0.9548913449564722, 'r': 0.3999999999999999, 'type': 1}, {'idp': 186, 'x': 0.9364970807005202, 'y': -0.008974672737447342, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.622360569624247, 'y': -3.2558103752392142, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.75453635606318, 'y': -3.013841201813239, 'r': 0.3999999999999999, 'type': 1}]
34417,1398855480.1656911,[{'idp': 186, 'x': 0.9404216159228951, 'y': -0.018072504576316373, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.549870397035083, 'y': -3.225663093744192, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.916666666666668, 'y': -2.5416666666666665, 'r': 0.3999999999999999, 'type': 1}]
34418,1398855480.1657171,[{'idp': 186, 'x': 0.9459490048253172, 'y': -0.02831712487776361, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.50832702793825, 'y': -3.188612901881789, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.949532714654952, 'y': -2.7374454608922436, 'r': 0.3999999999999999, 'type': 1}]
34419,1398855480.2058728,[{'idp': 186, 'x': 0.9465095084711006, 'y': -0.03180813121737569, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.475922457689466, 'y': -3.174712626473366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.927467704042696, 'y': -2.8071328725019615, 'r': 0.3999999999999999, 'type': 1}]
34420,1398855480.2140832,[{'idp': 186, 'x': 0.9545206764228809, 'y': -0.03982216712380415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.44775999589097, 'y': -3.162757739338794, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.9127080473564355, 'y': -2.8018830625946203, 'r': 0.3999999999999999, 'type': 1}]
34421,1398855480.2537954,[{'idp': 186, 'x': 0.9622776363379959, 'y': -0.04775586903547291, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.4134151899465, 'y': -3.147967214346127, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.8847719267053336, 'y': -2.811278658731182, 'r': 0.3999999999999999, 'type': 1}]
34422,1398855480.2937348,[{'idp': 186, 'x': 0.9695209375041802, 'y': -0.05493400627483602, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.373723977377282, 'y': -3.1312690523727458, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 7.818540020292963, 'y': -2.7300972252618108, 'r': 0.3999999999999999, 'type': 1}]
