id,timestamp,circles
50000,1398777519.0635653,[{'idp':  1 ,  'x':  5.28 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  2 ,  'x':  4.36 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1}]
55240,1398777649.5156782,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.96 ,  'y':  0.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.79 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.96 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.29 ,  'y':  -1.03 ,  'r':  0.4 ,  'type':  1}]
55241,1398777649.5556285,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.79 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.95 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.31 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55242,1398777649.5618093,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.8 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.93 ,  'y':  -1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.34 ,  'y':  -1.03 ,  'r':  0.4 ,  'type':  1}]
55243,1398777649.5996807,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.48 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.78 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.92 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.35 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55244,1398777649.6395798,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.48 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.91 ,  'y':  -0.61 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.91 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.36 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55245,1398777649.639608,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.89 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.91 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.39 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55246,1398777649.6797097,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.89 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.89 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.4 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55247,1398777649.686799,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.94 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.87 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.88 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.44 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55248,1398777649.7236502,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.93 ,  'y':  0.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.84 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.84 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.43 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55249,1398777649.7636359,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.95 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.82 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.46 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55250,1398777649.763665,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.94 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.79 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.47 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55251,1398777649.8036094,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.93 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.78 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.49 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55252,1398777649.8110318,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.94 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.74 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.49 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55253,1398777649.8476014,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.93 ,  'y':  0.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.73 ,  'y':  -1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.51 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55254,1398777649.887625,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.92 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.91 ,  'y':  -0.61 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.71 ,  'y':  -1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.52 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55255,1398777649.887655,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.92 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.45 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.89 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.67 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.52 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55256,1398777649.9276133,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.95 ,  'y':  -0.61 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.68 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.53 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55257,1398777649.9357128,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.48 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.9 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.65 ,  'y':  -1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.53 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55258,1398777649.9756768,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.45 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.99 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.63 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.54 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55259,1398777650.015681,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.45 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.93 ,  'y':  -0.64 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.61 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.52 ,  'y':  -0.98 ,  'r':  0.4 ,  'type':  1}]
55260,1398777650.0157135,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.92 ,  'y':  -0.64 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.59 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.53 ,  'y':  -0.97 ,  'r':  0.4 ,  'type':  1}]
55261,1398777650.055584,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.9 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.89 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.59 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.56 ,  'y':  -0.98 ,  'r':  0.4 ,  'type':  1}]
55262,1398777650.0592291,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.89 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.85 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.58 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.61 ,  'y':  -0.98 ,  'r':  0.4 ,  'type':  1}]
55263,1398777650.095591,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.89 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.84 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.58 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.66 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1}]
55264,1398777650.135557,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.89 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.8 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.59 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.69 ,  'y':  -0.98 ,  'r':  0.4 ,  'type':  1}]
55265,1398777650.1355872,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.87 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.48 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.81 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.56 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.72 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1}]
55266,1398777650.1756005,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.87 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.55 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.76 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1}]
55267,1398777650.1834817,[{'idp':  17 ,  'x':  5.9 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.87 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.52 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.78 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1}]
55268,1398777650.2196457,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.87 ,  'y':  -0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.54 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.8 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55269,1398777650.2595313,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.91 ,  'y':  -0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.51 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.83 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1}]
55270,1398777650.2595546,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  6.03 ,  'y':  -0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.49 ,  'y':  -1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.86 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55271,1398777650.299642,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.94 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.48 ,  'y':  -1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.88 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55272,1398777650.3082988,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.92 ,  'y':  -0.64 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.5 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.9 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55273,1398777650.3476322,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.95 ,  'y':  -0.64 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.52 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.93 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55274,1398777650.3878434,[{'idp':  17 ,  'x':  5.88 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.92 ,  'y':  -0.64 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.52 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.94 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1}]
55275,1398777650.3878708,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.9 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.52 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.95 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55276,1398777650.427611,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.88 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.51 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.97 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55277,1398777650.432195,[{'idp':  17 ,  'x':  5.89 ,  'y':  0.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.85 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.88 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.51 ,  'y':  -1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.98 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55278,1398777650.4716172,[{'idp':  17 ,  'x':  5.86 ,  'y':  0.75 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.87 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.85 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.5 ,  'y':  -1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  2.99 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55279,1398777650.5116167,[{'idp':  17 ,  'x':  5.87 ,  'y':  0.75 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.86 ,  'y':  0.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.47 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.85 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.5 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  3.0 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
55280,1398777650.5116448,[{'idp':  17 ,  'x':  5.85 ,  'y':  0.74 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  18 ,  'x':  5.87 ,  'y':  0.18 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  19 ,  'x':  5.46 ,  'y':  -0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  20 ,  'x':  5.82 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  23 ,  'x':  7.49 ,  'y':  -1.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  26 ,  'x':  3.02 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1}]
