id,timestamp,circles
20000,1398776770.4155736,[{'idp': 140, 'x': 1.474, 'y': -2.125, 'r': 0.4, 'type': 1}]
20001,1398776770.4556096,[{'idp': 140, 'x': 1.481, 'y': -2.144, 'r': 0.4, 'type': 1}]
20002,1398776770.4625306,[{'idp': 140, 'x': 1.479, 'y': -2.167, 'r': 0.4, 'type': 1}]
20003,1398776770.4996445,[{'idp': 140, 'x': 1.5, 'y': -2.18, 'r': 0.4, 'type': 1}]
20004,1398776770.5396183,[{'idp': 140, 'x': 1.497, 'y': -2.198, 'r': 0.4, 'type': 1}]
20005,1398776770.5396466,[{'idp': 140, 'x': 1.491, 'y': -2.222, 'r': 0.4, 'type': 1}]
20006,1398776770.579626,[{'idp': 140, 'x': 1.503, 'y': -2.23, 'r': 0.4, 'type': 1}]
20007,1398776770.5857346,[{'idp': 140, 'x': 1.501, 'y': -2.254, 'r': 0.4, 'type': 1}]
20008,1398776770.6236007,[{'idp': 140, 'x': 1.513, 'y': -2.26, 'r': 0.4, 'type': 1}]
20009,1398776770.6636252,[{'idp': 140, 'x': 1.52, 'y': -2.279, 'r': 0.4, 'type': 1}]
20010,1398776770.6636548,[{'idp': 140, 'x': 1.529, 'y': -2.302, 'r': 0.4, 'type': 1}]
20011,1398776770.7036257,[{'idp': 140, 'x': 1.526, 'y': -2.347, 'r': 0.4, 'type': 1}]
20012,1398776770.7101414,[{'idp': 140, 'x': 1.523, 'y': -2.374, 'r': 0.4, 'type': 1}]
20013,1398776770.7476256,[{'idp': 140, 'x': 1.527, 'y': -2.4, 'r': 0.4, 'type': 1}]
20014,1398776770.7876105,[{'idp': 140, 'x': 1.532, 'y': -2.418, 'r': 0.4, 'type': 1}]
20015,1398776770.787641,[{'idp': 140, 'x': 1.538, 'y': -2.445, 'r': 0.4, 'type': 1}]
20016,1398776770.8275714,[{'idp': 140, 'x': 1.544, 'y': -2.466, 'r': 0.4, 'type': 1}]
20017,1398776770.8352954,[{'idp': 140, 'x': 1.547, 'y': -2.486, 'r': 0.4, 'type': 1}]
20018,1398776770.8716986,[{'idp': 140, 'x': 1.554, 'y': -2.51, 'r': 0.4, 'type': 1}]
20019,1398776770.9115572,[{'idp': 140, 'x': 1.551, 'y': -2.529, 'r': 0.4, 'type': 1}]
20020,1398776770.9115832,[{'idp': 140, 'x': 1.559, 'y': -2.554, 'r': 0.4, 'type': 1}]
20021,1398776770.951713,[{'idp': 140, 'x': 1.566, 'y': -2.578, 'r': 0.4, 'type': 1}]
20022,1398776770.9600735,[{'idp': 140, 'x': 1.568, 'y': -2.591, 'r': 0.4, 'type': 1}]
20023,1398776770.999656,[{'idp': 140, 'x': 1.584, 'y': -2.606, 'r': 0.4, 'type': 1}]
20024,1398776771.0395563,[{'idp': 140, 'x': 1.596, 'y': -2.612, 'r': 0.4, 'type': 1}]
20025,1398776771.0395863,[{'idp': 140, 'x': 1.601, 'y': -2.619, 'r': 0.4, 'type': 1}]
20026,1398776771.0795968,[{'idp': 140, 'x': 1.615, 'y': -2.63, 'r': 0.4, 'type': 1}]
20027,1398776771.0844598,[{'idp': 140, 'x': 1.622, 'y': -2.641, 'r': 0.4, 'type': 1}]
20028,1398776771.1236153,[{'idp': 140, 'x': 1.626, 'y': -2.648, 'r': 0.4, 'type': 1}]
20029,1398776771.1635952,[{'idp': 140, 'x': 1.635, 'y': -2.662, 'r': 0.4, 'type': 1}]
20030,1398776771.1636252,[{'idp': 140, 'x': 1.649, 'y': -2.686, 'r': 0.4, 'type': 1}]
20031,1398776771.2036445,[{'idp': 140, 'x': 1.667, 'y': -2.727, 'r': 0.4, 'type': 1}]
20032,1398776771.2086537,[{'idp': 140, 'x': 1.686, 'y': -2.772, 'r': 0.4, 'type': 1}]
20033,1398776771.247631,[{'idp': 140, 'x': 1.712, 'y': -2.816, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 2.484, 'y': -5.908, 'r': 0.4, 'type': 1}]
21622,1398776810.8155384,[{'idp': 163, 'x': 5.668, 'y': 1.882, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.7, 'y': 2.201, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.099, 'y': 1.379, 'r': 0.4, 'type': 1}]
21623,1398776810.8556137,[{'idp': 163, 'x': 5.684, 'y': 1.874, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.69, 'y': 2.197, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.085, 'y': 1.392, 'r': 0.4, 'type': 1}]
21624,1398776810.8556366,[{'idp': 163, 'x': 5.682, 'y': 1.914, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.672, 'y': 2.205, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.098, 'y': 1.378, 'r': 0.4, 'type': 1}]
21625,1398776810.895661,[{'idp': 163, 'x': 5.651, 'y': 1.932, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.655, 'y': 2.212, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.076, 'y': 1.39, 'r': 0.4, 'type': 1}]
21626,1398776810.9016716,[{'idp': 163, 'x': 5.656, 'y': 1.948, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.643, 'y': 2.208, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.079, 'y': 1.374, 'r': 0.4, 'type': 1}]
21627,1398776810.939574,[{'idp': 163, 'x': 5.65, 'y': 1.946, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.633, 'y': 2.218, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.048, 'y': 1.401, 'r': 0.4, 'type': 1}]
21628,1398776810.9796276,[{'idp': 163, 'x': 5.638, 'y': 1.913, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.624, 'y': 2.215, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.067, 'y': 1.388, 'r': 0.4, 'type': 1}]
21629,1398776810.9796593,[{'idp': 163, 'x': 5.627, 'y': 1.937, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.611, 'y': 2.224, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.045, 'y': 1.384, 'r': 0.4, 'type': 1}]
21630,1398776811.0196497,[{'idp': 163, 'x': 5.635, 'y': 1.926, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.601, 'y': 2.22, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.028, 'y': 1.38, 'r': 0.4, 'type': 1}]
21631,1398776811.026065,[{'idp': 163, 'x': 5.605, 'y': 1.957, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.585, 'y': 2.213, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.029, 'y': 1.381, 'r': 0.4, 'type': 1}]
21632,1398776811.0635977,[{'idp': 163, 'x': 5.571, 'y': 1.945, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.575, 'y': 2.224, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 7.027, 'y': 1.38, 'r': 0.4, 'type': 1}]
21633,1398776811.1036599,[{'idp': 163, 'x': 5.583, 'y': 1.922, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.562, 'y': 2.218, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.988, 'y': 1.404, 'r': 0.4, 'type': 1}]
21634,1398776811.1036935,[{'idp': 163, 'x': 5.559, 'y': 1.941, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.55, 'y': 2.213, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.979, 'y': 1.403, 'r': 0.4, 'type': 1}]
21635,1398776811.1435728,[{'idp': 163, 'x': 5.549, 'y': 1.937, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.539, 'y': 2.223, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.956, 'y': 1.43, 'r': 0.4, 'type': 1}]
21636,1398776811.1505477,[{'idp': 163, 'x': 5.539, 'y': 1.934, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.513, 'y': 2.227, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.941, 'y': 1.426, 'r': 0.4, 'type': 1}]
21637,1398776811.187624,[{'idp': 163, 'x': 5.552, 'y': 1.952, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.51, 'y': 2.226, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.929, 'y': 1.424, 'r': 0.4, 'type': 1}]
21638,1398776811.2275798,[{'idp': 163, 'x': 5.514, 'y': 1.953, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.502, 'y': 2.222, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.917, 'y': 1.422, 'r': 0.4, 'type': 1}]
21639,1398776811.2276106,[{'idp': 163, 'x': 5.503, 'y': 1.949, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.494, 'y': 2.219, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.905, 'y': 1.419, 'r': 0.4, 'type': 1}]
21640,1398776811.267613,[{'idp': 163, 'x': 5.497, 'y': 1.946, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.479, 'y': 2.227, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.9, 'y': 1.418, 'r': 0.4, 'type': 1}]
21641,1398776811.2750719,[{'idp': 163, 'x': 5.481, 'y': 1.941, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.462, 'y': 2.233, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.895, 'y': 1.417, 'r': 0.4, 'type': 1}]
21642,1398776811.3116286,[{'idp': 163, 'x': 5.475, 'y': 1.952, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.45, 'y': 2.229, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.872, 'y': 1.428, 'r': 0.4, 'type': 1}]
21643,1398776811.3516798,[{'idp': 163, 'x': 5.466, 'y': 1.949, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.446, 'y': 2.241, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.868, 'y': 1.427, 'r': 0.4, 'type': 1}]
21644,1398776811.3517084,[{'idp': 163, 'x': 5.463, 'y': 1.948, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.43, 'y': 2.248, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.863, 'y': 1.426, 'r': 0.4, 'type': 1}]
21645,1398776811.3916206,[{'idp': 163, 'x': 5.43, 'y': 1.963, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.414, 'y': 2.242, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.856, 'y': 1.425, 'r': 0.4, 'type': 1}]
21646,1398776811.4008248,[{'idp': 163, 'x': 5.438, 'y': 1.952, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.406, 'y': 2.239, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.83, 'y': 1.419, 'r': 0.4, 'type': 1}]
21647,1398776811.439587,[{'idp': 163, 'x': 5.446, 'y': 1.969, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.395, 'y': 2.234, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.81, 'y': 1.431, 'r': 0.4, 'type': 1}]
21648,1398776811.4796133,[{'idp': 163, 'x': 5.408, 'y': 1.982, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.38, 'y': 2.241, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.806, 'y': 1.43, 'r': 0.4, 'type': 1}]
21649,1398776811.479642,[{'idp': 163, 'x': 5.412, 'y': 1.983, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.37, 'y': 2.251, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.792, 'y': 1.458, 'r': 0.4, 'type': 1}]
21650,1398776811.5195966,[{'idp': 163, 'x': 5.386, 'y': 1.986, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.352, 'y': 2.257, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.766, 'y': 1.468, 'r': 0.4, 'type': 1}]
21651,1398776811.5238323,[{'idp': 163, 'x': 5.345, 'y': 1.972, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.341, 'y': 2.266, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.778, 'y': 1.455, 'r': 0.4, 'type': 1}]
21652,1398776811.5635998,[{'idp': 163, 'x': 5.366, 'y': 1.979, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.334, 'y': 2.263, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.764, 'y': 1.452, 'r': 0.4, 'type': 1}]
21653,1398776811.6036217,[{'idp': 163, 'x': 5.342, 'y': 1.957, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.322, 'y': 2.258, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.746, 'y': 1.463, 'r': 0.4, 'type': 1}]
21654,1398776811.6036522,[{'idp': 163, 'x': 5.321, 'y': 1.962, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.31, 'y': 2.266, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.729, 'y': 1.459, 'r': 0.4, 'type': 1}]
21655,1398776811.6436396,[{'idp': 163, 'x': 5.305, 'y': 1.97, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.291, 'y': 2.272, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.702, 'y': 1.469, 'r': 0.4, 'type': 1}]
21656,1398776811.6487362,[{'idp': 163, 'x': 5.309, 'y': 1.971, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.285, 'y': 2.269, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.71, 'y': 1.471, 'r': 0.4, 'type': 1}]
21657,1398776811.6875677,[{'idp': 163, 'x': 5.29, 'y': 1.964, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.273, 'y': 2.265, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.691, 'y': 1.467, 'r': 0.4, 'type': 1}]
21658,1398776811.7276497,[{'idp': 163, 'x': 5.282, 'y': 1.961, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.264, 'y': 2.261, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.677, 'y': 1.448, 'r': 0.4, 'type': 1}]
21659,1398776811.7276785,[{'idp': 163, 'x': 5.276, 'y': 1.959, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.261, 'y': 2.26, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.666, 'y': 1.461, 'r': 0.4, 'type': 1}]
21660,1398776811.767677,[{'idp': 163, 'x': 5.271, 'y': 1.957, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.257, 'y': 2.258, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.665, 'y': 1.446, 'r': 0.4, 'type': 1}]
21661,1398776811.7753472,[{'idp': 163, 'x': 5.238, 'y': 1.971, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.239, 'y': 2.264, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.653, 'y': 1.458, 'r': 0.4, 'type': 1}]
21662,1398776811.8115854,[{'idp': 163, 'x': 5.231, 'y': 1.968, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.212, 'y': 2.265, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.66, 'y': 1.459, 'r': 0.4, 'type': 1}]
21663,1398776811.851671,[{'idp': 163, 'x': 5.248, 'y': 1.988, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.196, 'y': 2.285, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.645, 'y': 1.457, 'r': 0.4, 'type': 1}]
21664,1398776811.8517277,[{'idp': 163, 'x': 5.213, 'y': 1.987, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.181, 'y': 2.292, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.606, 'y': 1.478, 'r': 0.4, 'type': 1}]
21665,1398776811.8916402,[{'idp': 163, 'x': 5.161, 'y': 1.994, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.174, 'y': 2.289, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.597, 'y': 1.476, 'r': 0.4, 'type': 1}]
21666,1398776811.8982046,[{'idp': 163, 'x': 5.177, 'y': 1.974, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.168, 'y': 2.286, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.596, 'y': 1.476, 'r': 0.4, 'type': 1}]
21667,1398776811.9355824,[{'idp': 163, 'x': 5.132, 'y': 1.983, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.162, 'y': 2.284, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.574, 'y': 1.471, 'r': 0.4, 'type': 1}]
21668,1398776811.9756002,[{'idp': 163, 'x': 5.128, 'y': 1.994, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.144, 'y': 2.289, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.553, 'y': 1.512, 'r': 0.4, 'type': 1}]
21669,1398776811.975638,[{'idp': 163, 'x': 5.159, 'y': 1.992, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.125, 'y': 2.294, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.551, 'y': 1.496, 'r': 0.4, 'type': 1}]
21670,1398776812.0156946,[{'idp': 163, 'x': 5.135, 'y': 1.984, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.123, 'y': 2.294, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.54, 'y': 1.464, 'r': 0.4, 'type': 1}]
21671,1398776812.0230985,[{'idp': 163, 'x': 5.135, 'y': 1.97, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.129, 'y': 2.296, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.544, 'y': 1.479, 'r': 0.4, 'type': 1}]
21672,1398776812.0595903,[{'idp': 163, 'x': 5.13, 'y': 1.968, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.119, 'y': 2.292, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.529, 'y': 1.476, 'r': 0.4, 'type': 1}]
21673,1398776812.0996594,[{'idp': 163, 'x': 5.1, 'y': 1.982, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.106, 'y': 2.299, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.502, 'y': 1.485, 'r': 0.4, 'type': 1}]
21674,1398776812.0996916,[{'idp': 163, 'x': 5.084, 'y': 1.976, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.089, 'y': 2.305, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.5, 'y': 1.484, 'r': 0.4, 'type': 1}]
21675,1398776812.1395826,[{'idp': 163, 'x': 5.063, 'y': 1.981, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.083, 'y': 2.303, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.477, 'y': 1.479, 'r': 0.4, 'type': 1}]
21676,1398776812.147718,[{'idp': 163, 'x': 5.068, 'y': 1.97, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.083, 'y': 2.303, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.447, 'y': 1.472, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.873, 'y': 0.898, 'r': 0.4, 'type': 1}]
21677,1398776812.1876373,[{'idp': 163, 'x': 5.012, 'y': 1.986, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.079, 'y': 2.314, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.45, 'y': 1.458, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.912, 'y': 0.916, 'r': 0.4, 'type': 1}]
21678,1398776812.2275667,[{'idp': 163, 'x': 4.995, 'y': 1.979, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.069, 'y': 2.323, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.439, 'y': 1.47, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.865, 'y': 0.912, 'r': 0.4, 'type': 1}]
21679,1398776812.227598,[{'idp': 163, 'x': 5.019, 'y': 1.989, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.042, 'y': 2.31, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.41, 'y': 1.464, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.836, 'y': 0.909, 'r': 0.4, 'type': 1}]
21680,1398776812.2676165,[{'idp': 163, 'x': 5.031, 'y': 1.981, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 5.014, 'y': 2.298, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.431, 'y': 1.468, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.783, 'y': 0.904, 'r': 0.4, 'type': 1}]
21681,1398776812.2712972,[{'idp': 163, 'x': 4.976, 'y': 1.998, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.996, 'y': 2.289, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.393, 'y': 1.489, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.745, 'y': 0.881, 'r': 0.4, 'type': 1}]
21682,1398776812.3076122,[{'idp': 163, 'x': 4.984, 'y': 1.988, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.973, 'y': 2.279, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.403, 'y': 1.492, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.703, 'y': 0.897, 'r': 0.4, 'type': 1}]
21683,1398776812.3475473,[{'idp': 163, 'x': 4.992, 'y': 2.004, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.962, 'y': 2.274, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.403, 'y': 1.477, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.661, 'y': 0.892, 'r': 0.4, 'type': 1}]
21684,1398776812.3475776,[{'idp': 163, 'x': 4.992, 'y': 1.991, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.964, 'y': 2.274, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.382, 'y': 1.472, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.611, 'y': 0.849, 'r': 0.4, 'type': 1}]
21685,1398776812.3876493,[{'idp': 163, 'x': 4.986, 'y': 1.989, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.946, 'y': 2.266, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.373, 'y': 1.484, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.579, 'y': 0.846, 'r': 0.4, 'type': 1}]
21686,1398776812.3959816,[{'idp': 163, 'x': 4.979, 'y': 1.986, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.943, 'y': 2.278, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.351, 'y': 1.508, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.555, 'y': 0.882, 'r': 0.4, 'type': 1}]
21687,1398776812.435618,[{'idp': 163, 'x': 4.903, 'y': 2.006, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.929, 'y': 2.297, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.328, 'y': 1.518, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.513, 'y': 0.877, 'r': 0.4, 'type': 1}]
21688,1398776812.4756176,[{'idp': 163, 'x': 4.933, 'y': 2.005, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.914, 'y': 2.303, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.306, 'y': 1.513, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.476, 'y': 0.874, 'r': 0.4, 'type': 1}]
21689,1398776812.4756486,[{'idp': 163, 'x': 4.862, 'y': 2.001, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.903, 'y': 2.298, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.335, 'y': 1.49, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.442, 'y': 0.87, 'r': 0.4, 'type': 1}]
21690,1398776812.515602,[{'idp': 163, 'x': 4.862, 'y': 2.001, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.903, 'y': 2.299, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.305, 'y': 1.483, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.397, 'y': 0.866, 'r': 0.4, 'type': 1}]
21691,1398776812.519711,[{'idp': 163, 'x': 4.854, 'y': 1.998, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.887, 'y': 2.304, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.31, 'y': 1.499, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.345, 'y': 0.86, 'r': 0.4, 'type': 1}]
21692,1398776812.5595982,[{'idp': 163, 'x': 4.835, 'y': 2.015, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.864, 'y': 2.306, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.258, 'y': 1.501, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.327, 'y': 0.858, 'r': 0.4, 'type': 1}]
21693,1398776812.5996022,[{'idp': 163, 'x': 4.855, 'y': 1.985, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.849, 'y': 2.299, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.26, 'y': 1.516, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.273, 'y': 0.834, 'r': 0.4, 'type': 1}]
21694,1398776812.5996363,[{'idp': 163, 'x': 4.865, 'y': 1.99, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.836, 'y': 2.293, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.255, 'y': 1.5, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.216, 'y': 0.81, 'r': 0.4, 'type': 1}]
21695,1398776812.6396303,[{'idp': 163, 'x': 4.877, 'y': 2.007, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.829, 'y': 2.302, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.265, 'y': 1.488, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.175, 'y': 0.824, 'r': 0.4, 'type': 1}]
21696,1398776812.6445038,[{'idp': 163, 'x': 4.838, 'y': 2.028, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.814, 'y': 2.308, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.226, 'y': 1.536, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.133, 'y': 0.819, 'r': 0.4, 'type': 1}]
21697,1398776812.683615,[{'idp': 163, 'x': 4.854, 'y': 2.022, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.801, 'y': 2.302, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.228, 'y': 1.522, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.089, 'y': 0.85, 'r': 0.4, 'type': 1}]
21698,1398776812.7236283,[{'idp': 163, 'x': 4.82, 'y': 2.02, 'r': 0.2, 'type': 1}, {'idp': 164, 'x': 4.782, 'y': 2.318, 'r': 0.2, 'type': 2}, {'idp': 166, 'x': 6.21, 'y': 1.532, 'r': 0.4, 'type': 1}, {'idp': 167, 'x': 8.056, 'y': 0.811, 'r': 0.4, 'type': 1}]
