id,timestamp,circles
35652,1398694087.5737345,[]
35653,1398694087.578277,[]
35654,1398694087.6176605,[]
35655,1398694087.6576633,[]
35656,1398694087.6576905,[]
35657,1398694087.697802,[]
35658,1398694087.7030413,[]
35659,1398694087.7416728,[]
35660,1398694087.78171,[]
35661,1398694087.7817428,[]
35662,1398694087.8217316,[]
35663,1398694087.8280509,[]
35664,1398694087.86572,[]
35665,1398694087.9057388,[{'idp': 46, 'x': 8.539, 'y': -0.104, 'r': 0.4, 'type': 1}]
40319,1398694203.8536918,[{'idp': 98, 'x': 1.191, 'y': 2.497, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.028, 'y': 1.136, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.401, 'y': 1.601, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.148, 'y': -1.305, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.753, 'y': -0.674, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.357, 'y': -0.783, 'r': 0.2, 'type': 1}]
40320,1398694203.8606281,[{'idp': 98, 'x': 1.195, 'y': 2.491, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.025, 'y': 1.14, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.401, 'y': 1.6, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.755, 'y': -0.679, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.361, 'y': -0.793, 'r': 0.2, 'type': 1}]
40321,1398694203.8978274,[{'idp': 98, 'x': 1.199, 'y': 2.485, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.02, 'y': 1.145, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.597, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.755, 'y': -0.684, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.367, 'y': -0.805, 'r': 0.2, 'type': 1}]
40322,1398694203.9377325,[{'idp': 98, 'x': 1.205, 'y': 2.471, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.018, 'y': 1.138, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.601, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.756, 'y': -0.687, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.371, 'y': -0.816, 'r': 0.2, 'type': 1}]
40323,1398694203.9377844,[{'idp': 98, 'x': 1.208, 'y': 2.476, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.013, 'y': 1.155, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.148, 'y': -1.305, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.757, 'y': -0.695, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.373, 'y': -0.829, 'r': 0.2, 'type': 1}]
40324,1398694203.9778597,[{'idp': 98, 'x': 1.212, 'y': 2.485, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.01, 'y': 1.186, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.597, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.148, 'y': -1.306, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.759, 'y': -0.702, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.376, 'y': -0.847, 'r': 0.2, 'type': 1}]
40325,1398694203.9856145,[{'idp': 98, 'x': 1.214, 'y': 2.476, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.756, 'y': -0.708, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.382, 'y': -0.868, 'r': 0.2, 'type': 1}]
40326,1398694204.0217001,[{'idp': 98, 'x': 1.22, 'y': 2.486, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.598, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.762, 'y': -0.718, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.384, 'y': -0.89, 'r': 0.2, 'type': 1}]
40327,1398694204.0619423,[{'idp': 98, 'x': 1.219, 'y': 2.486, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.597, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.761, 'y': -0.727, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.386, 'y': -0.912, 'r': 0.2, 'type': 1}]
40328,1398694204.061979,[{'idp': 98, 'x': 1.224, 'y': 2.495, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.763, 'y': -0.734, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.388, 'y': -0.936, 'r': 0.2, 'type': 1}]
40329,1398694204.1016846,[{'idp': 98, 'x': 1.221, 'y': 2.505, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.761, 'y': -0.743, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.399, 'y': -0.957, 'r': 0.2, 'type': 1}]
40330,1398694204.117856,[{'idp': 98, 'x': 1.22, 'y': 2.502, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.597, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.761, 'y': -0.749, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.402, 'y': -0.977, 'r': 0.2, 'type': 1}]
40331,1398694204.157706,[{'idp': 98, 'x': 1.221, 'y': 2.504, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.602, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.761, 'y': -0.754, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.412, 'y': -0.998, 'r': 0.2, 'type': 1}]
40332,1398694204.197702,[{'idp': 98, 'x': 1.22, 'y': 2.502, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.765, 'y': -0.762, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.426, 'y': -1.022, 'r': 0.2, 'type': 1}]
40333,1398694204.1977315,[{'idp': 98, 'x': 1.219, 'y': 2.485, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.6, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.148, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.763, 'y': -0.766, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.45, 'y': -1.048, 'r': 0.2, 'type': 1}]
40334,1398694204.237656,[{'idp': 98, 'x': 1.225, 'y': 2.485, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.602, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.762, 'y': -0.772, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.485, 'y': -1.066, 'r': 0.2, 'type': 1}]
40335,1398694204.2376833,[{'idp': 98, 'x': 1.223, 'y': 2.48, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.6, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.759, 'y': -0.776, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.518, 'y': -1.085, 'r': 0.2, 'type': 1}]
40336,1398694204.2777581,[{'idp': 98, 'x': 1.223, 'y': 2.466, 'r': 0.2, 'type': 1}, {'idp': 101, 'x': 0.005, 'y': 1.18, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.601, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.751, 'y': -0.778, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.532, 'y': -1.1, 'r': 0.2, 'type': 1}]
40337,1398694204.283755,[{'idp': 98, 'x': 1.236, 'y': 2.465, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.404, 'y': 1.599, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.735, 'y': -0.776, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.543, 'y': -1.113, 'r': 0.2, 'type': 1}]
40338,1398694204.3216863,[{'idp': 98, 'x': 1.236, 'y': 2.466, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.602, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.688, 'y': -0.757, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.553, 'y': -1.126, 'r': 0.2, 'type': 1}]
40339,1398694204.3617342,[{'idp': 98, 'x': 1.234, 'y': 2.461, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.6, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.694, 'y': -0.763, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.56, 'y': -1.136, 'r': 0.2, 'type': 1}]
40340,1398694204.361766,[{'idp': 98, 'x': 1.234, 'y': 2.461, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.405, 'y': 1.602, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.7, 'y': -0.771, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.564, 'y': -1.144, 'r': 0.2, 'type': 1}]
40341,1398694204.4016922,[{'idp': 98, 'x': 1.223, 'y': 2.454, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.604, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.146, 'y': -1.306, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.706, 'y': -0.776, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.569, 'y': -1.151, 'r': 0.2, 'type': 1}]
40342,1398694204.408949,[{'idp': 98, 'x': 1.223, 'y': 2.453, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.603, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.146, 'y': -1.305, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.706, 'y': -0.781, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.58, 'y': -1.163, 'r': 0.2, 'type': 1}]
40343,1398694204.445701,[{'idp': 98, 'x': 1.222, 'y': 2.45, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.603, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.711, 'y': -0.786, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.586, 'y': -1.173, 'r': 0.2, 'type': 1}]
40344,1398694204.485689,[{'idp': 98, 'x': 1.219, 'y': 2.445, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.604, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.304, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.719, 'y': -0.795, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.597, 'y': -1.185, 'r': 0.2, 'type': 1}]
40345,1398694204.4857168,[{'idp': 98, 'x': 1.219, 'y': 2.444, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.727, 'y': -0.804, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.601, 'y': -1.197, 'r': 0.2, 'type': 1}]
40346,1398694204.5256944,[{'idp': 98, 'x': 1.235, 'y': 2.449, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.605, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.735, 'y': -0.812, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.613, 'y': -1.202, 'r': 0.2, 'type': 1}]
40347,1398694204.532737,[{'idp': 98, 'x': 1.252, 'y': 2.455, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.406, 'y': 1.605, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.738, 'y': -0.823, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.623, 'y': -1.213, 'r': 0.2, 'type': 1}]
40348,1398694204.569662,[{'idp': 98, 'x': 1.268, 'y': 2.458, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.744, 'y': -0.833, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.63, 'y': -1.221, 'r': 0.2, 'type': 1}]
40349,1398694204.6097162,[{'idp': 98, 'x': 1.281, 'y': 2.456, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.302, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.754, 'y': -0.853, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.647, 'y': -1.215, 'r': 0.2, 'type': 1}]
40350,1398694204.6097474,[{'idp': 98, 'x': 1.287, 'y': 2.454, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.763, 'y': -0.87, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.658, 'y': -1.166, 'r': 0.2, 'type': 1}]
40351,1398694204.649724,[{'idp': 98, 'x': 1.299, 'y': 2.451, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.776, 'y': -0.901, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.664, 'y': -1.165, 'r': 0.2, 'type': 1}]
40352,1398694204.6569943,[{'idp': 98, 'x': 1.304, 'y': 2.448, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.605, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.299, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.788, 'y': -0.927, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.666, 'y': -1.189, 'r': 0.2, 'type': 1}]
40353,1398694204.693702,[{'idp': 98, 'x': 1.309, 'y': 2.444, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.808, 'y': -0.959, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.672, 'y': -1.204, 'r': 0.2, 'type': 1}]
40354,1398694204.7337313,[{'idp': 98, 'x': 1.308, 'y': 2.442, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.828, 'y': -0.991, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.672, 'y': -1.226, 'r': 0.2, 'type': 1}]
40355,1398694204.733824,[{'idp': 98, 'x': 1.314, 'y': 2.441, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.605, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.886, 'y': -1.026, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.676, 'y': -1.252, 'r': 0.2, 'type': 1}]
40356,1398694204.7737625,[{'idp': 98, 'x': 1.32, 'y': 2.439, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.604, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.927, 'y': -1.04, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.687, 'y': -1.277, 'r': 0.2, 'type': 1}]
40357,1398694204.7813468,[{'idp': 98, 'x': 1.313, 'y': 2.432, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.608, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.944, 'y': -1.061, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.697, 'y': -1.309, 'r': 0.2, 'type': 1}]
40358,1398694204.8176696,[{'idp': 98, 'x': 1.31, 'y': 2.431, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.608, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.144, 'y': -1.298, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.96, 'y': -1.079, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.705, 'y': -1.349, 'r': 0.2, 'type': 1}]
40359,1398694204.857725,[{'idp': 98, 'x': 1.306, 'y': 2.429, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.972, 'y': -1.098, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.708, 'y': -1.374, 'r': 0.2, 'type': 1}]
40360,1398694204.8577445,[{'idp': 98, 'x': 1.302, 'y': 2.429, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.982, 'y': -1.116, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.72, 'y': -1.4, 'r': 0.2, 'type': 1}]
40361,1398694204.8976634,[{'idp': 98, 'x': 1.289, 'y': 2.425, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.299, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 0.996, 'y': -1.133, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.714, 'y': -1.421, 'r': 0.2, 'type': 1}]
40362,1398694204.9069922,[{'idp': 98, 'x': 1.276, 'y': 2.426, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.006, 'y': -1.145, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.722, 'y': -1.457, 'r': 0.2, 'type': 1}]
40363,1398694204.9456894,[{'idp': 98, 'x': 1.226, 'y': 2.419, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.018, 'y': -1.158, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.734, 'y': -1.481, 'r': 0.2, 'type': 1}]
40364,1398694204.9856946,[{'idp': 98, 'x': 1.228, 'y': 2.423, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.608, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.144, 'y': -1.298, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.028, 'y': -1.169, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.73, 'y': -1.504, 'r': 0.2, 'type': 1}]
40365,1398694204.9857218,[{'idp': 98, 'x': 1.228, 'y': 2.425, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.298, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.032, 'y': -1.18, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.751, 'y': -1.535, 'r': 0.2, 'type': 1}]
40366,1398694205.0257144,[{'idp': 98, 'x': 1.226, 'y': 2.42, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.607, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.144, 'y': -1.298, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.042, 'y': -1.19, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.764, 'y': -1.561, 'r': 0.2, 'type': 1}]
40367,1398694205.0310025,[{'idp': 98, 'x': 1.235, 'y': 2.424, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.297, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.048, 'y': -1.195, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.785, 'y': -1.593, 'r': 0.2, 'type': 1}]
40368,1398694205.069651,[{'idp': 98, 'x': 1.242, 'y': 2.425, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.609, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.299, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.057, 'y': -1.189, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.81, 'y': -1.622, 'r': 0.2, 'type': 1}]
40369,1398694205.1096928,[{'idp': 98, 'x': 1.238, 'y': 2.418, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.605, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.297, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.065, 'y': -1.174, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.817, 'y': -1.65, 'r': 0.2, 'type': 1}]
40370,1398694205.1097229,[{'idp': 98, 'x': 1.242, 'y': 2.413, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.606, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.298, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.06, 'y': -1.097, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.844, 'y': -1.682, 'r': 0.2, 'type': 1}]
40371,1398694205.1496906,[{'idp': 98, 'x': 1.259, 'y': 2.405, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.403, 'y': 1.609, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.299, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.068, 'y': -1.11, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.834, 'y': -1.695, 'r': 0.2, 'type': 1}]
40372,1398694205.1552386,[{'idp': 98, 'x': 1.255, 'y': 2.398, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.603, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.145, 'y': -1.303, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.067, 'y': -1.115, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.857, 'y': -1.724, 'r': 0.2, 'type': 1}]
40373,1398694205.19372,[{'idp': 98, 'x': 1.267, 'y': 2.396, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.604, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.3, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.067, 'y': -1.124, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.848, 'y': -1.73, 'r': 0.2, 'type': 1}]
40374,1398694205.2336893,[{'idp': 98, 'x': 1.264, 'y': 2.39, 'r': 0.2, 'type': 1}, {'idp': 106, 'x': 0.402, 'y': 1.604, 'r': 0.2, 'type': 1}, {'idp': 107, 'x': 0.147, 'y': -1.301, 'r': 0.2, 'type': 1}, {'idp': 114, 'x': 1.074, 'y': -1.132, 'r': 0.2, 'type': 1}, {'idp': 115, 'x': 1.877, 'y': -1.765, 'r': 0.2, 'type': 1}]
