id,timestamp,circles
10001,1398846936.7358615,[]
10002,1398846936.7758837,[]
10003,1398846936.7843804,[]
10004,1398846936.8238342,[]
10005,1398846936.8639016,[]
10006,1398846936.8639796,[]
10007,1398846936.903844,[]
10008,1398846936.9090192,[]
10009,1398846936.9478118,[]
10010,1398846936.9878864,[]
10011,1398846936.9879136,[]
10012,1398846937.0278854,[]
10013,1398846937.0340953,[]
10014,1398846937.0718727,[]
10015,1398846937.1120074,[]
10016,1398846937.1120436,[]
10017,1398846937.1518571,[]
10018,1398846937.1582968,[]
10019,1398846937.1957655,[]
10020,1398846937.235862,[]
10021,1398846937.2359536,[]
10022,1398846937.2758832,[]
10023,1398846937.2828832,[]
10024,1398846937.3199189,[]
10025,1398846937.3598278,[{'idp':  1 ,  'x':  5.28 ,  'y':  -7.79 ,  'r':  0.6 ,  'type':  1}]
15085,1398847063.4399073,[{'idp':  55 ,  'x':  0.63 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  61 ,  'x':  0.04 ,  'y':  2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.72 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.84 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1}]
15086,1398847063.479845,[{'idp':  55 ,  'x':  0.6 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  61 ,  'x':  0.02 ,  'y':  2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.7 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.84 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1}]
15087,1398847063.4861372,[{'idp':  55 ,  'x':  0.58 ,  'y':  2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  61 ,  'x':  0.02 ,  'y':  2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.68 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.84 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1}]
15088,1398847063.5239565,[{'idp':  55 ,  'x':  0.56 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  61 ,  'x':  0.02 ,  'y':  2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.65 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.84 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1}]
15089,1398847063.5638916,[{'idp':  55 ,  'x':  0.54 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.64 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.16 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.4 ,  'y':  2.32 ,  'r':  0.6 ,  'type':  1}]
15090,1398847063.5639224,[{'idp':  55 ,  'x':  0.52 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.62 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.2 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.36 ,  'y':  2.39 ,  'r':  0.6 ,  'type':  1}]
15091,1398847063.6038556,[{'idp':  55 ,  'x':  0.5 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.6 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.16 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.33 ,  'y':  2.4 ,  'r':  0.6 ,  'type':  1}]
15092,1398847063.6108375,[{'idp':  55 ,  'x':  0.48 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.57 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.16 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.31 ,  'y':  2.42 ,  'r':  0.6 ,  'type':  1}]
15093,1398847063.6479254,[{'idp':  55 ,  'x':  0.46 ,  'y':  2.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.55 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.17 ,  'y':  1.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.27 ,  'y':  2.43 ,  'r':  0.6 ,  'type':  1}]
15094,1398847063.6879253,[{'idp':  55 ,  'x':  0.44 ,  'y':  2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.53 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.16 ,  'y':  1.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.24 ,  'y':  2.43 ,  'r':  0.6 ,  'type':  1}]
15095,1398847063.6879575,[{'idp':  55 ,  'x':  0.42 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.49 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.14 ,  'y':  1.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.24 ,  'y':  2.42 ,  'r':  0.6 ,  'type':  1}]
15096,1398847063.7278414,[{'idp':  55 ,  'x':  0.4 ,  'y':  2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.46 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.13 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.24 ,  'y':  2.43 ,  'r':  0.6 ,  'type':  1}]
15097,1398847063.7359388,[{'idp':  55 ,  'x':  0.38 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.43 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.13 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.27 ,  'y':  2.47 ,  'r':  0.6 ,  'type':  1}]
15098,1398847063.7758875,[{'idp':  55 ,  'x':  0.34 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.41 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.11 ,  'y':  1.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.18 ,  'y':  2.46 ,  'r':  0.6 ,  'type':  1}]
15099,1398847063.8158853,[{'idp':  55 ,  'x':  0.3 ,  'y':  2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.4 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.11 ,  'y':  1.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.07 ,  'y':  2.44 ,  'r':  0.6 ,  'type':  1}]
15100,1398847063.8159204,[{'idp':  55 ,  'x':  0.27 ,  'y':  2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.38 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.08 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  2.0 ,  'y':  2.45 ,  'r':  0.6 ,  'type':  1}]
15101,1398847063.8558745,[{'idp':  55 ,  'x':  0.23 ,  'y':  2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.37 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.08 ,  'y':  1.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  1.96 ,  'y':  2.51 ,  'r':  0.6 ,  'type':  1}]
15102,1398847063.8607342,[{'idp':  55 ,  'x':  0.28 ,  'y':  2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.35 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.05 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  1.96 ,  'y':  2.51 ,  'r':  0.6 ,  'type':  1}]
15103,1398847063.899885,[{'idp':  55 ,  'x':  0.34 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.33 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.06 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  1.96 ,  'y':  2.51 ,  'r':  0.6 ,  'type':  1}]
15104,1398847063.939829,[{'idp':  55 ,  'x':  0.44 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.31 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.02 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  1.96 ,  'y':  2.51 ,  'r':  0.6 ,  'type':  1}]
15105,1398847063.93986,[{'idp':  55 ,  'x':  0.42 ,  'y':  2.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.28 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.03 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  64 ,  'x':  1.96 ,  'y':  2.51 ,  'r':  0.6 ,  'type':  1}]
15106,1398847063.9798949,[{'idp':  55 ,  'x':  0.39 ,  'y':  2.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.27 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  3.02 ,  'y':  1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.56 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1}]
15107,1398847063.9848328,[{'idp':  55 ,  'x':  0.35 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.25 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.98 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.51 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
15108,1398847064.0239084,[{'idp':  55 ,  'x':  0.32 ,  'y':  2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.25 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.97 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.5 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15109,1398847064.063865,[{'idp':  55 ,  'x':  0.29 ,  'y':  2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.25 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.97 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.48 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15110,1398847064.063893,[{'idp':  55 ,  'x':  0.26 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.26 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.94 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.46 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15111,1398847064.1038902,[{'idp':  55 ,  'x':  0.23 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.25 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.91 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.44 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15112,1398847064.1094136,[{'idp':  55 ,  'x':  0.22 ,  'y':  2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.26 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.89 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.41 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
15113,1398847064.147887,[{'idp':  55 ,  'x':  0.19 ,  'y':  2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.26 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.86 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.39 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
15114,1398847064.1878948,[{'idp':  55 ,  'x':  0.17 ,  'y':  2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.26 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.84 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.38 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
15115,1398847064.1879318,[{'idp':  55 ,  'x':  0.15 ,  'y':  2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.23 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.82 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.36 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1}]
15116,1398847064.2279294,[{'idp':  55 ,  'x':  0.12 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.19 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.81 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.34 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
15117,1398847064.2343557,[{'idp':  55 ,  'x':  0.12 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.15 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.8 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.31 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1}]
15118,1398847064.2719378,[{'idp':  55 ,  'x':  0.12 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.12 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.81 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.29 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1}]
15119,1398847064.311947,[{'idp':  55 ,  'x':  0.12 ,  'y':  2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.1 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.78 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.29 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15120,1398847064.3119798,[{'idp':  55 ,  'x':  0.26 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.08 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.79 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.27 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
15121,1398847064.3518221,[{'idp':  55 ,  'x':  0.21 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  62 ,  'x':  0.05 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  63 ,  'x':  2.78 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  0.26 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1}]
15122,1398847064.3587363,[{'idp':  63 ,  'x':  2.75 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1}]
15123,1398847064.3959312,[{'idp':  63 ,  'x':  2.69 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1}]
15124,1398847064.4358578,[{'idp':  63 ,  'x':  2.69 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1}]
15125,1398847064.4358885,[{'idp':  63 ,  'x':  2.66 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1}]
15126,1398847064.4758956,[{'idp':  63 ,  'x':  2.67 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1}]
15127,1398847064.482857,[{'idp':  63 ,  'x':  2.66 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1}]
15128,1398847064.5199258,[{'idp':  63 ,  'x':  2.63 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1}]
15129,1398847064.5598745,[{'idp':  63 ,  'x':  2.62 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1}]
15130,1398847064.559903,[{'idp':  63 ,  'x':  2.61 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1}]
15131,1398847064.5999012,[{'idp':  63 ,  'x':  2.61 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15132,1398847064.6069725,[{'idp':  63 ,  'x':  2.59 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1}]
15133,1398847064.6438987,[{'idp':  63 ,  'x':  2.59 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15134,1398847064.6838717,[{'idp':  63 ,  'x':  2.56 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
15135,1398847064.6839,[{'idp':  63 ,  'x':  2.55 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
15136,1398847064.7238574,[{'idp':  63 ,  'x':  2.53 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
15137,1398847064.7319016,[{'idp':  63 ,  'x':  2.49 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1}]
15138,1398847064.7718196,[{'idp':  63 ,  'x':  2.47 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15139,1398847064.8118908,[{'idp':  63 ,  'x':  2.45 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15140,1398847064.811919,[{'idp':  63 ,  'x':  2.42 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
15141,1398847064.8518887,[{'idp':  63 ,  'x':  2.38 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15142,1398847064.8553028,[{'idp':  63 ,  'x':  2.36 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
15143,1398847064.8920195,[{'idp':  63 ,  'x':  2.32 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
15144,1398847064.9318726,[{'idp':  63 ,  'x':  2.27 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.4 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.57 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1}]
15145,1398847064.931903,[{'idp':  63 ,  'x':  2.25 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.39 ,  'y':  2.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.45 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1}]
15146,1398847064.9718578,[{'idp':  63 ,  'x':  2.23 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.36 ,  'y':  2.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.42 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1}]
15147,1398847064.9810977,[{'idp':  63 ,  'x':  2.21 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.32 ,  'y':  2.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.4 ,  'y':  0.07 ,  'r':  0.4 ,  'type':  1}]
15148,1398847065.019969,[{'idp':  63 ,  'x':  2.19 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.29 ,  'y':  2.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.36 ,  'y':  0.07 ,  'r':  0.4 ,  'type':  1}]
15149,1398847065.0598567,[{'idp':  63 ,  'x':  2.16 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.26 ,  'y':  2.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.35 ,  'y':  0.08 ,  'r':  0.4 ,  'type':  1}]
15150,1398847065.059887,[{'idp':  63 ,  'x':  2.12 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.22 ,  'y':  2.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.31 ,  'y':  0.08 ,  'r':  0.4 ,  'type':  1}]
15151,1398847065.0999973,[{'idp':  63 ,  'x':  2.07 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.22 ,  'y':  2.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.3 ,  'y':  0.08 ,  'r':  0.4 ,  'type':  1}]
15152,1398847065.1050994,[{'idp':  63 ,  'x':  2.04 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.19 ,  'y':  2.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.3 ,  'y':  0.09 ,  'r':  0.4 ,  'type':  1}]
15153,1398847065.1438706,[{'idp':  63 ,  'x':  2.04 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.18 ,  'y':  2.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.29 ,  'y':  0.1 ,  'r':  0.4 ,  'type':  1}]
15154,1398847065.1838837,[{'idp':  63 ,  'x':  2.03 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.15 ,  'y':  2.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.29 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1}]
15155,1398847065.1839137,[{'idp':  63 ,  'x':  2.02 ,  'y':  1.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.14 ,  'y':  2.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.27 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1}]
15156,1398847065.2238805,[{'idp':  63 ,  'x':  2.0 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.11 ,  'y':  2.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.25 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1}]
15157,1398847065.2293289,[{'idp':  63 ,  'x':  2.0 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.09 ,  'y':  2.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.24 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1}]
15158,1398847065.2678514,[{'idp':  63 ,  'x':  1.99 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.07 ,  'y':  2.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.22 ,  'y':  0.12 ,  'r':  0.4 ,  'type':  1}]
15159,1398847065.3079174,[{'idp':  63 ,  'x':  1.98 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.05 ,  'y':  2.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.21 ,  'y':  0.13 ,  'r':  0.4 ,  'type':  1}]
15160,1398847065.3079557,[{'idp':  63 ,  'x':  1.98 ,  'y':  1.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.04 ,  'y':  2.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.19 ,  'y':  0.13 ,  'r':  0.4 ,  'type':  1}]
15161,1398847065.347937,[{'idp':  63 ,  'x':  1.99 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.03 ,  'y':  2.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.16 ,  'y':  0.14 ,  'r':  0.4 ,  'type':  1}]
15162,1398847065.3545697,[{'idp':  63 ,  'x':  1.99 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.02 ,  'y':  2.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.14 ,  'y':  0.14 ,  'r':  0.4 ,  'type':  1}]
15163,1398847065.391933,[{'idp':  63 ,  'x':  2.0 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  1.0 ,  'y':  2.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.11 ,  'y':  0.15 ,  'r':  0.4 ,  'type':  1}]
15164,1398847065.4318986,[{'idp':  63 ,  'x':  1.96 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  0.99 ,  'y':  2.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.09 ,  'y':  0.16 ,  'r':  0.4 ,  'type':  1}]
15165,1398847065.4319272,[{'idp':  63 ,  'x':  1.94 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  0.96 ,  'y':  2.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.06 ,  'y':  0.17 ,  'r':  0.4 ,  'type':  1}]
