id,timestamp,circles
40001,1398855619.8542423,[{'idp': 1, 'x': 3.291666666666666, 'y': -3.1666666666666665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5, 'y': -2.833333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.875000000000001, 'y': 1.8333333333333335, 'r': 0.3999999999999999, 'type': 1}]
40002,1398855619.8937583,[{'idp': 1, 'x': 3.2848030152519136, 'y': -3.0878009322506283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.544267168049473, 'y': -2.826388367165684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8693119504280906, 'y': 1.8717056524061615, 'r': 0.3999999999999999, 'type': 1}]
40003,1398855619.933768,[{'idp': 1, 'x': 3.2784538679042097, 'y': -3.0684623968643443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5598761336619855, 'y': -2.7890418784829007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.846735513980352, 'y': 1.875046245078218, 'r': 0.3999999999999999, 'type': 1}]
40004,1398855619.933799,[{'idp': 1, 'x': 3.2749186523195184, 'y': -3.0517335382954967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.565704407522427, 'y': -2.731367357309429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8168752325774715, 'y': 1.899545122644135, 'r': 0.3999999999999999, 'type': 1}]
40005,1398855619.973796,[{'idp': 1, 'x': 3.265536022155966, 'y': -3.0301138093439506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.580684038860831, 'y': -2.6932648426445125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7823730694364257, 'y': 1.9209105134813176, 'r': 0.3999999999999999, 'type': 1}]
40006,1398855619.978416,[{'idp': 1, 'x': 3.257898407687525, 'y': -3.009804604754761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.581335235870776, 'y': -2.6338629814302097, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7607875713292107, 'y': 1.9419831236916374, 'r': 0.3999999999999999, 'type': 1}]
40007,1398855620.017725,[{'idp': 1, 'x': 3.2511406849675795, 'y': -2.990710176867143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5895879582527215, 'y': -2.5933138926750807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.733540585504124, 'y': 1.9491014349818392, 'r': 0.3999999999999999, 'type': 1}]
40008,1398855620.0578058,[{'idp': 1, 'x': 3.2351215244642684, 'y': -2.9769830802472317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.59624545825182, 'y': -2.5518274782102415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.709427032988232, 'y': 1.9589057676485666, 'r': 0.3999999999999999, 'type': 1}]
40009,1398855620.0578384,[{'idp': 1, 'x': 3.2131521174419797, 'y': -2.9708784315517924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.606338690471551, 'y': -2.5271453530109502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6856081995626324, 'y': 1.9773741430996727, 'r': 0.3999999999999999, 'type': 1}]
40010,1398855620.0977566,[{'idp': 1, 'x': 3.211072101602519, 'y': -2.9696486961128565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6071031717317315, 'y': -2.4686936970704743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6540234711425215, 'y': 1.990168763634217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.6249999999999996, 'y': 0.8333333333333326, 'r': 0.3999999999999999, 'type': 1}]
47183,1398855799.5537376,[{'idp': 154, 'x': 1.3416916791239664, 'y': -1.3528329246039628, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.38145508199062, 'y': -0.19602607115967063, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.2844813940942803, 'y': 1.0613192398987459, 'r': 0.3999999999999999, 'type': 1}]
47184,1398855799.5937107,[{'idp': 154, 'x': 1.33635575153636, 'y': -1.3529835717348282, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3729736791860123, 'y': -0.19528987276275833, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.29707946354288195, 'y': 1.0617188218463025, 'r': 0.3999999999999999, 'type': 1}]
47185,1398855799.593739,[{'idp': 154, 'x': 1.3297485711127188, 'y': -1.3581962422295357, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.363011837882434, 'y': -0.1944765339525023, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.30539517281712225, 'y': 1.0603363563011903, 'r': 0.3999999999999999, 'type': 1}]
47186,1398855799.63379,[{'idp': 154, 'x': 1.3234234555784297, 'y': -1.3516185966284722, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.359914303559758, 'y': -0.19419353217050017, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.3161595774489201, 'y': 1.0552952422565598, 'r': 0.3999999999999999, 'type': 1}]
47187,1398855799.6413927,[{'idp': 154, 'x': 1.3163023465863222, 'y': -1.3563362098579157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3530174682571015, 'y': -0.1936254749357369, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.32767686699702425, 'y': 1.0504907497767113, 'r': 0.3999999999999999, 'type': 1}]
47188,1398855799.6777284,[{'idp': 154, 'x': 1.3088364594082136, 'y': -1.3552412631272892, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.351608605917115, 'y': -0.18790618587835262, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.3380202670070842, 'y': 1.0497497783154763, 'r': 0.3999999999999999, 'type': 1}]
47189,1398855799.7177346,[{'idp': 154, 'x': 1.3011144179232592, 'y': -1.3525123248100168, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3432375594594457, 'y': -0.18735455781159982, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.34664142438274315, 'y': 1.044796906411345, 'r': 0.3999999999999999, 'type': 1}]
47190,1398855799.717761,[{'idp': 154, 'x': 1.2979378726320467, 'y': -1.354403941124469, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3379030288600577, 'y': -0.18690346442986838, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.35644872329936517, 'y': 1.043467674256826, 'r': 0.3999999999999999, 'type': 1}]
47191,1398855799.757746,[{'idp': 154, 'x': 1.2879373999465393, 'y': -1.3575992094826694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.330585118194455, 'y': -0.19145398613918396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.3719929889673246, 'y': 1.0461824802112951, 'r': 0.3999999999999999, 'type': 1}]
47192,1398855799.767111,[{'idp': 154, 'x': 1.2817333036753187, 'y': -1.35563543489866, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3216393944407088, 'y': -0.1904874699401593, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.38224990678271675, 'y': 1.0347324037651195, 'r': 0.3999999999999999, 'type': 1}]
47193,1398855799.8057563,[{'idp': 154, 'x': 1.2791401526214696, 'y': -1.3589624908763365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3113375223221944, 'y': -0.19508952060214413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.39706644602848673, 'y': 1.0285109234248635, 'r': 0.3999999999999999, 'type': 1}]
47194,1398855799.8458025,[{'idp': 154, 'x': 1.2700238679970588, 'y': -1.355205962578807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.3024122429760063, 'y': -0.1943045724869008, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.4057597731866003, 'y': 1.008498073432258, 'r': 0.3999999999999999, 'type': 1}]
47195,1398855799.845833,[{'idp': 154, 'x': 1.2682767126020833, 'y': -1.3591364020296715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.297507048328453, 'y': -0.19386617665081984, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.41605597827567564, 'y': 0.9942840976528244, 'r': 0.3999999999999999, 'type': 1}]
47196,1398855799.885719,[{'idp': 154, 'x': 1.2568031292261561, 'y': -1.3590420905225187, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2929215998557573, 'y': -0.193444069839942, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.4238432560491523, 'y': 0.9757308635783724, 'r': 0.3999999999999999, 'type': 1}]
47197,1398855799.8914452,[{'idp': 154, 'x': 1.250490736499621, 'y': -1.3516692942773378, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2874453730469235, 'y': -0.1929503925347864, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.44449193612977167, 'y': 0.9630419507428511, 'r': 0.3999999999999999, 'type': 1}]
47198,1398855799.9297757,[{'idp': 154, 'x': 1.2453122988860277, 'y': -1.3583432551634922, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2775049638034917, 'y': -0.1919385816167707, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.47597849416861626, 'y': 0.9553632601484341, 'r': 0.3999999999999999, 'type': 1}]
47199,1398855799.9697564,[{'idp': 154, 'x': 1.2343956670797462, 'y': -1.359232636271832, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.272053927500177, 'y': -0.19156065074126594, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.5076511890341107, 'y': 0.9926893969213046, 'r': 0.3999999999999999, 'type': 1}]
47200,1398855799.9697766,[{'idp': 154, 'x': 1.2305185293641085, 'y': -1.354061042599921, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2650189929074505, 'y': -0.19590113126675912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.5329302720247142, 'y': 1.0108905139186297, 'r': 0.3999999999999999, 'type': 1}]
47201,1398855800.0097516,[{'idp': 154, 'x': 1.2224611648991246, 'y': -1.3571735776710658, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2505826479053015, 'y': -0.1896557194573334, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.5570108232762716, 'y': 1.0231263473767838, 'r': 0.3999999999999999, 'type': 1}]
47202,1398855800.0174568,[{'idp': 154, 'x': 1.2150665937285754, 'y': -1.3617144469498543, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.249850745130717, 'y': -0.19453904652775522, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.5742332548009865, 'y': 1.020728476640167, 'r': 0.3999999999999999, 'type': 1}]
47203,1398855800.053796,[{'idp': 154, 'x': 1.210829375422875, 'y': -1.3560839020061455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2430189323295857, 'y': -0.19394041950187124, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.5925662202857684, 'y': 1.0264126366896265, 'r': 0.3999999999999999, 'type': 1}]
47204,1398855800.0937693,[{'idp': 154, 'x': 1.2016923492761333, 'y': -1.3578666125668237, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.234404000477257, 'y': -0.19318415947043643, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6047365299699714, 'y': 1.0215627779372571, 'r': 0.3999999999999999, 'type': 1}]
47205,1398855800.0938072,[{'idp': 154, 'x': 1.1957924288439115, 'y': -1.3508549146847104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2259385299227508, 'y': -0.19230309475508078, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6108326184763779, 'y': 1.0137261115123608, 'r': 0.3999999999999999, 'type': 1}]
47206,1398855800.1337693,[{'idp': 154, 'x': 1.186730970201706, 'y': -1.3527725524769296, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2143772988271593, 'y': -0.1965157836667597, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6253247045130483, 'y': 1.0066926745996874, 'r': 0.3999999999999999, 'type': 1}]
47207,1398855800.14349,[{'idp': 154, 'x': 1.180131110465552, 'y': -1.3573358604495844, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.2080222782160086, 'y': -0.19584814288555963, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6284612565373826, 'y': 1.0030312468405311, 'r': 0.3999999999999999, 'type': 1}]
47208,1398855800.1818037,[{'idp': 154, 'x': 1.175109944775361, 'y': -1.357662674800184, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1999823499757065, 'y': -0.1951913313725051, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6424578593073127, 'y': 1.00047000823962, 'r': 0.3999999999999999, 'type': 1}]
47209,1398855800.2217052,[{'idp': 154, 'x': 1.1684854073400652, 'y': -1.3557720770733972, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1954289386038006, 'y': -0.19964371889830135, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6514281827455881, 'y': 0.9978886304609591, 'r': 0.3999999999999999, 'type': 1}]
47210,1398855800.2217345,[{'idp': 154, 'x': 1.1625005602197858, 'y': -1.3545664868492935, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1901741061301117, 'y': -0.19919424772878336, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6586759742682236, 'y': 0.9975094629968395, 'r': 0.3999999999999999, 'type': 1}]
47211,1398855800.261726,[{'idp': 154, 'x': 1.157343201981611, 'y': -1.354846845028762, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.180404482547551, 'y': -0.19332917410096684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6692183032772725, 'y': 0.9932224118455646, 'r': 0.3999999999999999, 'type': 1}]
47212,1398855800.2691991,[{'idp': 154, 'x': 1.1489900551694876, 'y': -1.35687023935537, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.171287635998207, 'y': -0.19728166945711223, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6787328327454634, 'y': 0.9874404160374661, 'r': 0.3999999999999999, 'type': 1}]
47213,1398855800.3057654,[{'idp': 154, 'x': 1.1460526270670734, 'y': -1.3594589015575365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1674523539189505, 'y': -0.19681022553447947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.6884960681542407, 'y': 0.9814454881597778, 'r': 0.3999999999999999, 'type': 1}]
47214,1398855800.3457294,[{'idp': 154, 'x': 1.136636682913923, 'y': -1.3612700722247573, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1612756043784254, 'y': -0.19623630295460992, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7003224976503586, 'y': 0.9782112517799879, 'r': 0.3999999999999999, 'type': 1}]
47215,1398855800.345758,[{'idp': 154, 'x': 1.1277539198879905, 'y': -1.3556074734397894, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1546936463793265, 'y': -0.19554753689961624, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7126673404613104, 'y': 0.9818963701386085, 'r': 0.3999999999999999, 'type': 1}]
47216,1398855800.385727,[{'idp': 154, 'x': 1.1228679577643175, 'y': -1.355470727212561, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1482094672171748, 'y': -0.19495264340522733, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7276993011787947, 'y': 0.9793551030390946, 'r': 0.3999999999999999, 'type': 1}]
47217,1398855800.3948264,[{'idp': 154, 'x': 1.114662277800036, 'y': -1.3580413328807617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.131100562381383, 'y': -0.19832371346909738, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7479288594356293, 'y': 0.9763940499043855, 'r': 0.3999999999999999, 'type': 1}]
47218,1398855800.4337656,[{'idp': 154, 'x': 1.1071479955696129, 'y': -1.355009506250019, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.127522835186886, 'y': -0.20299313060823332, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7686226745716485, 'y': 0.9761983999437218, 'r': 0.3999999999999999, 'type': 1}]
47219,1398855800.4737432,[{'idp': 154, 'x': 1.10150462109176, 'y': -1.3534422884575614, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.116963385222761, 'y': -0.20193087422852862, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7816237265594639, 'y': 0.9678856823326787, 'r': 0.3999999999999999, 'type': 1}]
47220,1398855800.4737716,[{'idp': 154, 'x': 1.0945000967518537, 'y': -1.3577732829851896, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.1102870725057032, 'y': -0.20116430007588226, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.7898932320744967, 'y': 0.9543958604807457, 'r': 0.3999999999999999, 'type': 1}]
47221,1398855800.5137339,[{'idp': 154, 'x': 1.0848147485560022, 'y': -1.3576280755706716, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.100940197015033, 'y': -0.20009386475640656, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.802106037542003, 'y': 0.9394604587114253, 'r': 0.3999999999999999, 'type': 1}]
47222,1398855800.519829,[{'idp': 154, 'x': 1.0824416482619315, 'y': -1.3543151684683286, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.091064890152725, 'y': -0.19911292532025837, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.8097763362506161, 'y': 0.9237145665517721, 'r': 0.3999999999999999, 'type': 1}]
47223,1398855800.557718,[{'idp': 154, 'x': 1.0753223168811932, 'y': -1.3573120733338062, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.086975411581806, 'y': -0.19877096277449824, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.8168334106567721, 'y': 0.9026403371161251, 'r': 0.3999999999999999, 'type': 1}]
47224,1398855800.5977173,[{'idp': 154, 'x': 1.072392638368267, 'y': -1.3659635000639514, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0802446433017696, 'y': -0.19820173910669703, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.8055237334558196, 'y': 0.86070977848552, 'r': 0.3999999999999999, 'type': 1}]
47225,1398855800.597745,[{'idp': 154, 'x': 1.0576869286926982, 'y': -1.3609053658185055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0739871710556, 'y': -0.19740293540968623, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.8229524502767838, 'y': 0.8688008941122116, 'r': 0.3999999999999999, 'type': 1}]
47226,1398855800.6377587,[{'idp': 154, 'x': 1.0589900304051025, 'y': -1.3607529649928019, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0587548783981435, 'y': -0.20087713203017388, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.8553820983273352, 'y': 0.8809706713888166, 'r': 0.3999999999999999, 'type': 1}]
47227,1398855800.6452165,[{'idp': 154, 'x': 1.0494815525396906, 'y': -1.3609883737667727, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0503237617746373, 'y': -0.20466889748587458, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.88140671918016, 'y': 0.8903364081982268, 'r': 0.3999999999999999, 'type': 1}]
47228,1398855800.6817076,[{'idp': 154, 'x': 1.0389468640506583, 'y': -1.3610067639666412, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0453869893531906, 'y': -0.20415909178866487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9022529604663299, 'y': 0.8941667047289026, 'r': 0.3999999999999999, 'type': 1}]
47229,1398855800.7217567,[{'idp': 154, 'x': 1.0367837986581163, 'y': -1.363438974562542, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0398333864361584, 'y': -0.20358157719064018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9173197907861508, 'y': 0.899541503756125, 'r': 0.3999999999999999, 'type': 1}]
47230,1398855800.7217824,[{'idp': 154, 'x': 1.0293935329606185, 'y': -1.3593030228105252, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.030752984989157, 'y': -0.20263956991921406, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9472914386484299, 'y': 0.9117873666844845, 'r': 0.3999999999999999, 'type': 1}]
47231,1398855800.761777,[{'idp': 154, 'x': 1.023577119002581, 'y': -1.3641186082703238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0228076904273617, 'y': -0.201763046208272, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9637609237241507, 'y': 0.9187243483172036, 'r': 0.3999999999999999, 'type': 1}]
47232,1398855800.7705915,[{'idp': 154, 'x': 1.0173103640947923, 'y': -1.3622896500150994, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.018792146769177, 'y': -0.20139059652220181, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9663856148711258, 'y': 0.9096127262972487, 'r': 0.3999999999999999, 'type': 1}]
47233,1398855800.8098528,[{'idp': 154, 'x': 1.0104219673452364, 'y': -1.359131979306638, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.0092318304162715, 'y': -0.20038742274198107, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9755602217132076, 'y': 0.9065572527914822, 'r': 0.3999999999999999, 'type': 1}]
47234,1398855800.8497987,[{'idp': 154, 'x': 1.0013131443068057, 'y': -1.3594608645392214, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 2.003457912026263, 'y': -0.1999172627772916, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 0.9880717557751639, 'y': 0.9024034665510405, 'r': 0.3999999999999999, 'type': 1}]
47235,1398855800.8498175,[{'idp': 154, 'x': 0.9944617451210225, 'y': -1.3622998390680596, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9958030221056333, 'y': -0.19890097481182867, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.006465807132082, 'y': 0.9053599213500063, 'r': 0.3999999999999999, 'type': 1}]
47236,1398855800.8897352,[{'idp': 154, 'x': 0.9900713267541783, 'y': -1.3625600532328908, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.992346118867554, 'y': -0.20296363208609947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0235002530098813, 'y': 0.9148155073816833, 'r': 0.3999999999999999, 'type': 1}]
47237,1398855800.895449,[{'idp': 154, 'x': 0.9821500161854768, 'y': -1.3642867582448381, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.970604025658087, 'y': -0.20554404246768354, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0253294979392247, 'y': 0.9076016568415279, 'r': 0.3999999999999999, 'type': 1}]
47238,1398855800.9338136,[{'idp': 154, 'x': 0.9738363298210806, 'y': -1.3653153615483415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9688255722427361, 'y': -0.2053188507796455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0208048903142197, 'y': 0.8958808408936947, 'r': 0.3999999999999999, 'type': 1}]
47239,1398855800.9737957,[{'idp': 154, 'x': 0.9671410470934183, 'y': -1.3619682348523243, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.962573454941845, 'y': -0.20477590046305227, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0144942120293954, 'y': 0.8794861409415966, 'r': 0.3999999999999999, 'type': 1}]
47240,1398855800.973827,[{'idp': 154, 'x': 0.9597301925873669, 'y': -1.358536008733946, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9542723290794495, 'y': -0.2039862955102456, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0203825121535504, 'y': 0.8328332111600667, 'r': 0.3999999999999999, 'type': 1}]
47241,1398855801.0137508,[{'idp': 154, 'x': 0.9538160736196422, 'y': -1.3623074745374775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9482353839725963, 'y': -0.20308020132473015, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.0323548522063097, 'y': 0.7998083951865298, 'r': 0.3999999999999999, 'type': 1}]
47242,1398855801.020206,[{'idp': 154, 'x': 0.9479401035082957, 'y': -1.3668817178607395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.93742682051385, 'y': -0.20209554619475933, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.076366006580296, 'y': 0.8169078322695755, 'r': 0.3999999999999999, 'type': 1}]
47243,1398855801.0577066,[{'idp': 154, 'x': 0.9413672065656731, 'y': -1.363491194297325, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9312241824760257, 'y': -0.20140248310800413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.1161403197944875, 'y': 0.8329839863028154, 'r': 0.3999999999999999, 'type': 1}]
47244,1398855801.0977683,[{'idp': 154, 'x': 0.9349101948445715, 'y': -1.3606473875034986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.923803936172781, 'y': -0.20049133494366655, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.1547368041040018, 'y': 0.8511294510012091, 'r': 0.3999999999999999, 'type': 1}]
47245,1398855801.0978036,[{'idp': 154, 'x': 0.926416132331751, 'y': -1.3608456308202432, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9185113975708656, 'y': -0.2000704173386414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.1817157761000607, 'y': 0.8548405626255606, 'r': 0.3999999999999999, 'type': 1}]
47246,1398855801.1377535,[{'idp': 154, 'x': 0.9182880750039235, 'y': -1.3619177793373227, 'r': 0.3999999999999999, 'type': 1}, {'idp': 158, 'x': 1.9015245921577417, 'y': -0.2028551913927945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 161, 'x': 1.2049549136347149, 'y': 0.8573176152989559, 'r': 0.3999999999999999, 'type': 1}]
