id,timestamp,circles
52730,1398782902.676256,[]
52731,1398782902.676287,[]
52732,1398782902.7163014,[]
52733,1398782902.72125,[]
52734,1398782902.7602718,[{'idp':  196 ,  'x':  6.35 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  4.9 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.35 ,  'y':  -3.04 ,  'r':  0.4 ,  'type':  1}]
58248,1398783040.1403012,[{'idp':  243 ,  'x':  3.62 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.25 ,  'y':  -3.06 ,  'r':  0.4 ,  'type':  1}]
58249,1398783040.1403437,[{'idp':  243 ,  'x':  3.62 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.26 ,  'y':  -3.08 ,  'r':  0.4 ,  'type':  1}]
58250,1398783040.180279,[{'idp':  243 ,  'x':  3.62 ,  'y':  -1.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.28 ,  'y':  -3.14 ,  'r':  0.4 ,  'type':  1}]
58251,1398783040.1802974,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.27 ,  'y':  -3.15 ,  'r':  0.4 ,  'type':  1}]
58252,1398783040.2203064,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.29 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1}]
58253,1398783040.228737,[{'idp':  243 ,  'x':  3.6 ,  'y':  -2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.29 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1}]
58254,1398783040.2682018,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.27 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1}]
58255,1398783040.3082516,[{'idp':  243 ,  'x':  3.58 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.25 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1}]
58256,1398783040.3082807,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.22 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1}]
58257,1398783040.3482676,[{'idp':  243 ,  'x':  3.58 ,  'y':  -2.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.18 ,  'y':  -3.25 ,  'r':  0.4 ,  'type':  1}]
58258,1398783040.3529198,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.15 ,  'y':  -3.27 ,  'r':  0.4 ,  'type':  1}]
58259,1398783040.3922045,[{'idp':  243 ,  'x':  3.57 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.12 ,  'y':  -3.29 ,  'r':  0.4 ,  'type':  1}]
58260,1398783040.4323175,[{'idp':  243 ,  'x':  3.57 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.11 ,  'y':  -3.31 ,  'r':  0.4 ,  'type':  1}]
58261,1398783040.432412,[{'idp':  243 ,  'x':  3.57 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.09 ,  'y':  -3.33 ,  'r':  0.4 ,  'type':  1}]
58262,1398783040.472209,[{'idp':  243 ,  'x':  3.57 ,  'y':  -2.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.1 ,  'y':  -3.36 ,  'r':  0.4 ,  'type':  1}]
58263,1398783040.4772954,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.11 ,  'y':  -3.41 ,  'r':  0.4 ,  'type':  1}]
58264,1398783040.5162516,[{'idp':  243 ,  'x':  3.59 ,  'y':  -2.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.1 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1}]
58265,1398783040.5562723,[{'idp':  243 ,  'x':  3.61 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.11 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58266,1398783040.5563035,[{'idp':  243 ,  'x':  3.63 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.14 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58267,1398783040.5962737,[{'idp':  243 ,  'x':  3.66 ,  'y':  -2.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.14 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58268,1398783040.6020064,[{'idp':  243 ,  'x':  3.68 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.2 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1}]
58269,1398783040.640197,[{'idp':  243 ,  'x':  3.69 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.18 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1}]
58270,1398783040.6802402,[{'idp':  243 ,  'x':  3.7 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.21 ,  'y':  -3.49 ,  'r':  0.4 ,  'type':  1}]
58271,1398783040.680272,[{'idp':  243 ,  'x':  3.73 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.23 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58272,1398783040.7202864,[{'idp':  243 ,  'x':  3.73 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.26 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1}]
58273,1398783040.726365,[{'idp':  243 ,  'x':  3.74 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.32 ,  'y':  -3.59 ,  'r':  0.4 ,  'type':  1}]
58274,1398783040.7642019,[{'idp':  243 ,  'x':  3.72 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.34 ,  'y':  -3.63 ,  'r':  0.4 ,  'type':  1}]
58275,1398783040.8042521,[{'idp':  243 ,  'x':  3.72 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.34 ,  'y':  -3.63 ,  'r':  0.4 ,  'type':  1}]
58276,1398783040.804283,[{'idp':  243 ,  'x':  3.71 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.36 ,  'y':  -3.65 ,  'r':  0.4 ,  'type':  1}]
58277,1398783040.8442404,[{'idp':  243 ,  'x':  3.73 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.39 ,  'y':  -3.67 ,  'r':  0.4 ,  'type':  1}]
58278,1398783040.8505638,[{'idp':  243 ,  'x':  3.75 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.4 ,  'y':  -3.67 ,  'r':  0.4 ,  'type':  1}]
58279,1398783040.8882644,[{'idp':  243 ,  'x':  3.76 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.42 ,  'y':  -3.7 ,  'r':  0.4 ,  'type':  1}]
58280,1398783040.9282658,[{'idp':  243 ,  'x':  3.8 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.42 ,  'y':  -3.72 ,  'r':  0.4 ,  'type':  1}]
58281,1398783040.9282975,[{'idp':  243 ,  'x':  3.84 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.44 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
58282,1398783040.9682558,[{'idp':  243 ,  'x':  3.86 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.44 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
58283,1398783040.9760454,[{'idp':  243 ,  'x':  3.9 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.46 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
58284,1398783041.0122044,[{'idp':  243 ,  'x':  3.95 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.46 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
58285,1398783041.0522354,[{'idp':  243 ,  'x':  4.01 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.46 ,  'y':  -3.73 ,  'r':  0.4 ,  'type':  1}]
58286,1398783041.0522711,[{'idp':  243 ,  'x':  4.03 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.48 ,  'y':  -3.73 ,  'r':  0.4 ,  'type':  1}]
58287,1398783041.092207,[{'idp':  243 ,  'x':  4.07 ,  'y':  -2.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.51 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
58288,1398783041.0996587,[{'idp':  243 ,  'x':  4.11 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.52 ,  'y':  -3.73 ,  'r':  0.4 ,  'type':  1}]
58289,1398783041.1362002,[{'idp':  243 ,  'x':  4.13 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.53 ,  'y':  -3.73 ,  'r':  0.4 ,  'type':  1}]
58290,1398783041.1762605,[{'idp':  243 ,  'x':  4.14 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.55 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
58291,1398783041.1762936,[{'idp':  243 ,  'x':  4.16 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.58 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
58292,1398783041.2162588,[{'idp':  243 ,  'x':  4.19 ,  'y':  -2.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.59 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
58293,1398783041.224344,[{'idp':  243 ,  'x':  4.23 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.61 ,  'y':  -3.75 ,  'r':  0.4 ,  'type':  1}]
58294,1398783041.2642548,[{'idp':  243 ,  'x':  4.24 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.64 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
58295,1398783041.304299,[{'idp':  243 ,  'x':  4.25 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.66 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
58296,1398783041.3043196,[{'idp':  243 ,  'x':  4.25 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.67 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
58297,1398783041.3442788,[{'idp':  243 ,  'x':  4.27 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.71 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
58298,1398783041.3487537,[{'idp':  243 ,  'x':  4.27 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.74 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
58299,1398783041.3882542,[{'idp':  243 ,  'x':  4.29 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.79 ,  'y':  -3.79 ,  'r':  0.4 ,  'type':  1}]
58300,1398783041.4282494,[{'idp':  243 ,  'x':  4.32 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.83 ,  'y':  -3.77 ,  'r':  0.4 ,  'type':  1}]
58301,1398783041.4282804,[{'idp':  243 ,  'x':  4.33 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.85 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
58302,1398783041.468326,[{'idp':  243 ,  'x':  4.36 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.88 ,  'y':  -3.71 ,  'r':  0.4 ,  'type':  1}]
58303,1398783041.4730885,[{'idp':  243 ,  'x':  4.38 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.9 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1}]
58304,1398783041.512248,[{'idp':  243 ,  'x':  4.42 ,  'y':  -2.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  3.95 ,  'y':  -3.64 ,  'r':  0.4 ,  'type':  1}]
58305,1398783041.5523276,[{'idp':  243 ,  'x':  4.46 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.0 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1}]
58306,1398783041.552361,[{'idp':  243 ,  'x':  4.54 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.03 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58307,1398783041.5922625,[{'idp':  243 ,  'x':  4.55 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.04 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58308,1398783041.5980859,[{'idp':  243 ,  'x':  4.56 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.05 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58309,1398783041.6362655,[{'idp':  243 ,  'x':  4.6 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.05 ,  'y':  -3.49 ,  'r':  0.4 ,  'type':  1}]
58310,1398783041.6762083,[{'idp':  243 ,  'x':  4.63 ,  'y':  -2.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.07 ,  'y':  -3.46 ,  'r':  0.4 ,  'type':  1}]
58311,1398783041.6762345,[{'idp':  243 ,  'x':  4.66 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.12 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58312,1398783041.7163284,[{'idp':  243 ,  'x':  4.69 ,  'y':  -2.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.17 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58313,1398783041.721845,[{'idp':  243 ,  'x':  4.7 ,  'y':  -2.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.18 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58314,1398783041.7602923,[{'idp':  243 ,  'x':  4.73 ,  'y':  -2.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.18 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58315,1398783041.8002641,[{'idp':  243 ,  'x':  4.73 ,  'y':  -2.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.19 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58316,1398783041.800297,[{'idp':  243 ,  'x':  4.76 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.21 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1}]
58317,1398783041.8402567,[{'idp':  243 ,  'x':  4.78 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.28 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58318,1398783041.847117,[{'idp':  243 ,  'x':  4.79 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.29 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58319,1398783041.8842173,[{'idp':  243 ,  'x':  4.81 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.3 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1}]
58320,1398783041.9242513,[{'idp':  243 ,  'x':  4.8 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.35 ,  'y':  -3.46 ,  'r':  0.4 ,  'type':  1}]
58321,1398783041.9242864,[{'idp':  243 ,  'x':  4.78 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.38 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1}]
58322,1398783041.964184,[{'idp':  243 ,  'x':  4.75 ,  'y':  -2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.44 ,  'y':  -3.49 ,  'r':  0.4 ,  'type':  1}]
58323,1398783041.9742603,[{'idp':  243 ,  'x':  4.79 ,  'y':  -2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.5 ,  'y':  -3.5 ,  'r':  0.4 ,  'type':  1}]
58324,1398783042.0121722,[{'idp':  243 ,  'x':  4.79 ,  'y':  -2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.53 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58325,1398783042.052286,[{'idp':  243 ,  'x':  4.77 ,  'y':  -2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.55 ,  'y':  -3.54 ,  'r':  0.4 ,  'type':  1}]
58326,1398783042.0523214,[{'idp':  243 ,  'x':  4.75 ,  'y':  -2.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.51 ,  'y':  -3.54 ,  'r':  0.4 ,  'type':  1}]
58327,1398783042.0922425,[{'idp':  243 ,  'x':  4.8 ,  'y':  -2.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.52 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1}]
58328,1398783042.0954788,[{'idp':  243 ,  'x':  4.8 ,  'y':  -2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.54 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58329,1398783042.1322613,[{'idp':  243 ,  'x':  4.86 ,  'y':  -2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.57 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58330,1398783042.1722186,[{'idp':  243 ,  'x':  4.94 ,  'y':  -2.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.6 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58331,1398783042.1722472,[{'idp':  243 ,  'x':  5.04 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.6 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58332,1398783042.2123709,[{'idp':  243 ,  'x':  5.08 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.61 ,  'y':  -3.54 ,  'r':  0.4 ,  'type':  1}]
58333,1398783042.2195232,[{'idp':  243 ,  'x':  5.11 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.62 ,  'y':  -3.56 ,  'r':  0.4 ,  'type':  1}]
58334,1398783042.2562354,[{'idp':  243 ,  'x':  5.13 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.62 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58335,1398783042.2962835,[{'idp':  243 ,  'x':  5.15 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.62 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58336,1398783042.2963133,[{'idp':  243 ,  'x':  5.18 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.64 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58337,1398783042.3362532,[{'idp':  243 ,  'x':  5.21 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.65 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58338,1398783042.34311,[{'idp':  243 ,  'x':  5.21 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.65 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58339,1398783042.3802474,[{'idp':  243 ,  'x':  5.24 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.69 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58340,1398783042.4202495,[{'idp':  243 ,  'x':  5.25 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.7 ,  'y':  -3.53 ,  'r':  0.4 ,  'type':  1}]
58341,1398783042.4203138,[{'idp':  243 ,  'x':  5.27 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.73 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58342,1398783042.460253,[{'idp':  243 ,  'x':  5.3 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.76 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58343,1398783042.4674845,[{'idp':  243 ,  'x':  5.3 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.79 ,  'y':  -3.52 ,  'r':  0.4 ,  'type':  1}]
58344,1398783042.5042427,[{'idp':  243 ,  'x':  5.32 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.81 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58345,1398783042.5442557,[{'idp':  243 ,  'x':  5.32 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.83 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58346,1398783042.5442865,[{'idp':  243 ,  'x':  5.29 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.87 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58347,1398783042.5842433,[{'idp':  243 ,  'x':  5.3 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.89 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1}]
58348,1398783042.591629,[{'idp':  243 ,  'x':  5.3 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.93 ,  'y':  -3.5 ,  'r':  0.4 ,  'type':  1}]
58349,1398783042.6282692,[{'idp':  243 ,  'x':  5.32 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.93 ,  'y':  -3.5 ,  'r':  0.4 ,  'type':  1}]
58350,1398783042.6682684,[{'idp':  243 ,  'x':  5.35 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.95 ,  'y':  -3.48 ,  'r':  0.4 ,  'type':  1}]
58351,1398783042.6682975,[{'idp':  243 ,  'x':  5.36 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.96 ,  'y':  -3.49 ,  'r':  0.4 ,  'type':  1}]
58352,1398783042.7082815,[{'idp':  243 ,  'x':  5.39 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.96 ,  'y':  -3.48 ,  'r':  0.4 ,  'type':  1}]
58353,1398783042.7160683,[{'idp':  243 ,  'x':  5.42 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.97 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1}]
58354,1398783042.752288,[{'idp':  243 ,  'x':  5.46 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.95 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1}]
58355,1398783042.7922592,[{'idp':  243 ,  'x':  5.49 ,  'y':  -2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.97 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1}]
58356,1398783042.792289,[{'idp':  243 ,  'x':  5.5 ,  'y':  -2.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.95 ,  'y':  -3.41 ,  'r':  0.4 ,  'type':  1}]
58357,1398783042.8322494,[{'idp':  243 ,  'x':  5.52 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.94 ,  'y':  -3.41 ,  'r':  0.4 ,  'type':  1}]
58358,1398783042.8406978,[{'idp':  243 ,  'x':  5.56 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.92 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1}]
58359,1398783042.8801827,[{'idp':  243 ,  'x':  5.57 ,  'y':  -2.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.95 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1}]
58360,1398783042.9202323,[{'idp':  243 ,  'x':  5.59 ,  'y':  -2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.95 ,  'y':  -3.39 ,  'r':  0.4 ,  'type':  1}]
58361,1398783042.9202607,[{'idp':  243 ,  'x':  5.6 ,  'y':  -2.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  244 ,  'x':  4.96 ,  'y':  -3.38 ,  'r':  0.4 ,  'type':  1}]
